POA_CODE_2021,Count_home_Census_Nt_0_14_yr,Count_hom_Census_Nt_15_24_yr,Count_hom_Census_Nt_25_34_yr,Count_hom_Census_Nt_35_44_yr,Count_hom_Census_Nt_45_54_yr,Count_hom_Census_Nt_55_64_yr,Count_hom_Census_Nt_65_74_yr,Count_hom_Census_Nt_75_84_yr,Count_hom_Census_Nt_85ov,Counted_home_Census_Night_Tot,VisSame_SA2_0_14_yr,VisSame_SA2_15_24_yr,VisSame_SA2_25_34_yr,VisSame_SA2_35_44_yr,VisSame_SA2_45_54_yr,VisSame_SA2_55_64_yr,VisSame_SA2_65_74_yr,VisSame_SA2_75_84_yr,VisSame_SA2_85ov,VisSame_SA2_Total,VisDiff_SA2_NSW_0_14_yr,VisDiff_SA2_NSW_15_24_yr,VisDiff_SA2_NSW_25_34_yr,VisDiff_SA2_NSW_35_44_yr,VisDiff_SA2_NSW_45_54_yr,VisDiff_SA2_NSW_55_64_yr,VisDiff_SA2_NSW_65_74_yr,VisDiff_SA2_NSW_75_84_yr,VisDiff_SA2_NSW_85ov,VisDiff_SA2_NSW_Total,VisDiff_SA2_VIC_0_14_yr,VisDiff_SA2_VIC_15_24_yr,VisDiff_SA2_VIC_25_34_yr,VisDiff_SA2_VIC_35_44_yr,VisDiff_SA2_VIC_45_54_yr,VisDiff_SA2_VIC_55_64_yr,VisDiff_SA2_VIC_65_74_yr,VisDiff_SA2_VIC_75_84_yr,VisDiff_SA2_VIC_85ov,VisDiff_SA2_VIC_Total,VisDiff_SA2_QLD_0_14_yr,VisDiff_SA2_QLD_15_24_yr,VisDiff_SA2_QLD_25_34_yr,VisDiff_SA2_QLD_35_44_yr,VisDiff_SA2_QLD_45_54_yr,VisDiff_SA2_QLD_55_64_yr,VisDiff_SA2_QLD_65_74_yr,VisDiff_SA2_QLD_75_84_yr,VisDiff_SA2_QLD_85ov,VisDiff_SA2_QLD_Total,VisDiff_SA2_SA_0_14_yr,VisDiff_SA2_SA_15_24_yr,VisDiff_SA2_SA_25_34_yr,VisDiff_SA2_SA_35_44_yr,VisDiff_SA2_SA_45_54_yr,VisDiff_SA2_SA_55_64_yr,VisDiff_SA2_SA_65_74_yr,VisDiff_SA2_SA_75_84_yr,VisDiff_SA2_SA_85ov,VisDiff_SA2_SA_Total,VisDiff_SA2_WA_0_14_yr,VisDiff_SA2_WA_15_24_yr,VisDiff_SA2_WA_25_34_yr,VisDiff_SA2_WA_35_44_yr,VisDiff_SA2_WA_45_54_yr,VisDiff_SA2_WA_55_64_yr,VisDiff_SA2_WA_65_74_yr,VisDiff_SA2_WA_75_84_yr,VisDiff_SA2_WA_85ov,VisDiff_SA2_WA_Total,VisDiff_SA2_TAS_0_14_yr,VisDiff_SA2_TAS_15_24_yr,VisDiff_SA2_TAS_25_34_yr,VisDiff_SA2_TAS_35_44_yr,VisDiff_SA2_TAS_45_54_yr,VisDiff_SA2_TAS_55_64_yr,VisDiff_SA2_TAS_65_74_yr,VisDiff_SA2_TAS_75_84_yr,VisDiff_SA2_TAS_85ov,VisDiff_SA2_TAS_Total,VisDiff_SA2_NT_0_14_yr,VisDiff_SA2_NT_15_24_yr,VisDiff_SA2_NT_25_34_yr,VisDiff_SA2_NT_35_44_yr,VisDiff_SA2_NT_45_54_yr,VisDiff_SA2_NT_55_64_yr,VisDiff_SA2_NT_65_74_yr,VisDiff_SA2_NT_75_84_yr,VisDiff_SA2_NT_85ov,VisDiff_SA2_NT_Total,VisDiff_SA2_ACT_0_14_yr,VisDiff_SA2_ACT_15_24_yr,VisDiff_SA2_ACT_25_34_yr,VisDiff_SA2_ACT_35_44_yr,VisDiff_SA2_ACT_45_54_yr,VisDiff_SA2_ACT_55_64_yr,VisDiff_SA2_ACT_65_74_yr,VisDiff_SA2_ACT_75_84_yr,VisDiff_SA2_ACT_85ov,VisDiff_SA2_ACT_Total,VisDiff_SA2_OT_0_14_yr,VisDiff_SA2_OT_15_24_yr,VisDiff_SA2_OT_25_34_yr,VisDiff_SA2_OT_35_44_yr,VisDiff_SA2_OT_45_54_yr,VisDiff_SA2_OT_55_64_yr,VisDiff_SA2_OT_65_74_yr,VisDiff_SA2_OT_75_84_yr,VisDiff_SA2_OT_85ov,VisDiff_SA2_OT_Total,VisDiff_SA2_Tot_0_14_yr,VisDiff_SA2_Tot_15_24_yr,VisDiff_SA2_Tot_25_34_yr,VisDiff_SA2_Tot_35_44_yr,VisDiff_SA2_Tot_45_54_yr,VisDiff_SA2_Tot_55_64_yr,VisDiff_SA2_Tot_65_74_yr,VisDiff_SA2_Tot_75_84_yr,VisDiff_SA2_Tot_85ov,VisDiff_SA2_Tot_Total,Vis_Tot_Visitrs_0_14_yr,Vis_Tot_Visitrs_15_24_yr,Vis_Tot_Visitrs_25_34_yr,Vis_Tot_Visitrs_35_44_yr,Vis_Tot_Visitrs_45_54_yr,Vis_Tot_Visitrs_55_64_yr,Vis_Tot_Visitrs_65_74_yr,Vis_Tot_Visitrs_75_84_yr,Vis_Tot_Visitrs_85ov,Vis_Tot_Visitrs_Total,Total_0_14_yr,Total_15_24_yr,Total_25_34_yr,Total_35_44_yr,Total_45_54_yr,Total_55_64_yr,Total_65_74_yr,Total_75_84_yr,Total_85ov,Total_Total
POA6032,28,24,15,19,31,39,18,6,0,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,28,24,15,18,35,45,18,6,0,183
POA6033,71,47,44,52,64,71,43,9,8,419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,9,0,5,3,0,0,0,0,0,0,9,78,50,50,52,65,71,43,9,6,435
POA6034,1019,408,806,537,351,202,137,44,0,3505,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,11,14,13,7,6,4,3,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,14,14,7,6,7,3,0,0,54,11,14,17,7,6,7,6,0,0,57,1033,419,821,541,355,206,143,47,0,3562
POA6035,2697,1100,1341,1433,1303,1032,804,455,135,10310,7,0,4,5,0,0,5,0,7,20,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,41,36,45,27,18,15,18,5,0,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,40,42,28,22,20,20,4,0,221,48,35,49,34,22,15,28,4,3,242,2743,1138,1387,1468,1328,1046,832,464,146,10555
POA6036,3955,2583,2283,2438,2497,1534,932,387,80,16686,0,5,5,5,5,4,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,28,56,54,30,24,8,15,0,4,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,58,56,30,29,16,19,0,3,236,30,60,57,30,32,23,19,7,3,252,3982,2648,2347,2468,2529,1548,944,391,78,16937
POA6037,861,340,392,428,520,460,340,176,30,3542,0,0,4,4,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,11,9,0,6,5,9,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,13,9,0,5,10,12,0,0,66,8,13,10,9,5,13,15,0,0,78,864,356,403,438,530,469,356,177,30,3615
POA6038,2672,1127,1892,1622,1151,652,387,141,35,9674,4,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,32,25,30,21,11,18,14,12,0,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,25,30,24,16,18,14,12,0,169,33,24,33,26,16,20,13,8,0,178,2707,1151,1921,1649,1170,664,401,146,37,9853
POA6041,230,139,100,135,212,212,248,120,15,1408,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,3,6,7,6,15,9,4,71,0,8,19,8,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,27,16,9,6,15,9,4,102,7,13,27,20,9,6,15,13,5,112,234,146,130,150,223,213,264,129,25,1520
POA6042,8,3,6,7,7,18,37,8,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,12,0,0,0,0,0,0,6,0,0,9,8,3,6,5,12,18,42,9,0,105
POA6043,5,9,17,5,34,44,54,24,3,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,7,4,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,7,4,0,0,24,4,4,0,0,0,7,5,0,0,24,10,16,17,3,37,55,63,28,3,220
POA6044,115,82,139,104,139,194,218,109,33,1123,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,11,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,7,8,15,3,16,17,18,4,0,85,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,20,6,19,20,23,4,0,102,6,12,20,6,19,20,23,11,0,112,120,88,157,105,157,218,242,118,33,1239
POA6050,2170,1871,2215,2020,1934,1755,1430,953,684,15029,4,4,5,7,9,4,0,3,0,35,4,0,5,0,0,0,0,0,0,12,0,8,3,4,0,0,5,0,0,29,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,3,51,58,61,42,42,42,51,49,28,424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,51,66,78,51,42,46,60,51,27,480,56,70,81,58,50,48,58,54,28,517,2223,1944,2303,2079,1984,1802,1491,1009,708,15545
POA6051,1687,1249,2978,2314,1469,1169,998,428,113,12408,0,0,3,0,5,7,0,0,0,25,0,0,0,0,0,0,0,0,0,13,0,0,5,4,5,0,0,0,0,12,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,31,53,75,57,41,28,25,12,4,318,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,57,82,61,46,31,30,12,4,354,33,57,79,66,52,34,36,13,4,380,1720,1306,3059,2378,1518,1207,1033,440,120,12783
POA6052,1983,1205,1521,1768,1533,1374,965,480,229,11057,0,0,5,0,0,11,0,0,0,12,0,0,0,0,0,4,0,0,0,5,0,0,4,0,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,49,30,19,17,15,17,14,3,185,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,52,36,24,22,19,20,14,3,207,16,52,40,24,22,28,22,11,3,220,2000,1263,1555,1789,1556,1397,990,493,236,11276
POA6053,2576,1403,2207,2311,1991,1681,1255,708,413,14551,0,0,4,0,0,3,0,5,0,13,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,3,8,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,38,48,56,39,38,28,34,25,18,321,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,48,65,39,46,34,44,25,18,348,43,48,66,42,45,38,44,26,18,363,2617,1456,2277,2349,2040,1718,1300,737,431,14916
POA6054,3656,2158,2781,2911,2675,2517,1965,1041,389,20079,5,4,4,3,3,3,8,0,0,33,0,0,0,3,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,70,76,54,42,59,45,22,20,13,398,0,0,0,0,0,4,0,0,0,5,4,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,76,59,46,63,48,28,19,13,425,75,79,65,51,68,54,34,20,15,466,3735,2234,2839,2961,2737,2576,2001,1055,404,20546
POA6055,7587,3241,6166,5523,3373,2516,1609,716,225,30954,9,3,3,7,5,7,3,0,4,47,0,0,3,0,0,6,0,0,0,10,0,0,4,0,0,3,4,3,0,21,0,0,0,0,0,0,4,0,0,9,0,0,0,0,0,4,3,0,0,11,110,107,116,78,54,68,59,28,7,626,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,110,108,123,80,61,89,74,32,7,687,122,116,131,88,68,91,78,34,10,740,7706,3354,6296,5619,3435,2611,1688,749,238,31684
POA6056,6810,4735,5205,4877,5121,4972,3992,2321,900,38943,7,14,9,3,6,11,19,14,5,81,0,3,0,0,3,0,0,0,0,15,0,0,0,3,0,3,3,0,0,17,0,0,0,0,0,3,6,0,0,12,0,0,0,0,0,0,0,0,0,15,193,269,273,280,256,178,130,113,76,1772,0,0,0,0,0,3,3,4,0,7,0,0,0,4,0,3,5,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197,268,280,288,264,193,145,123,79,1847,202,282,290,293,279,205,164,136,83,1932,7018,5014,5497,5169,5401,5179,4153,2459,990,40876
POA6057,3058,1880,2103,2079,2040,2004,1488,872,299,15831,9,0,0,4,0,4,0,3,0,20,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,67,39,40,26,32,23,15,9,290,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,69,43,44,23,40,24,9,9,309,56,71,44,44,25,45,24,14,9,334,3118,1955,2142,2127,2071,2047,1510,890,306,16164
POA6058,2433,1418,1739,1838,1531,1397,1298,638,258,12540,0,0,0,0,0,6,3,0,0,15,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,10,0,0,0,5,0,3,0,0,0,5,0,0,0,0,0,0,4,0,0,5,57,51,53,55,51,59,30,15,4,377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,57,52,58,54,58,59,40,17,4,405,57,54,59,57,63,67,46,17,4,419,2491,1469,1798,1900,1591,1462,1340,649,262,12958
POA6059,3667,2713,2825,2994,3189,2943,2430,1799,780,23340,0,0,7,0,7,7,6,8,0,35,4,4,0,3,4,0,0,0,0,13,0,0,4,0,6,0,0,0,0,9,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,39,51,89,54,53,45,25,17,12,374,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,57,93,53,56,55,30,18,12,407,46,58,91,54,60,60,39,24,12,442,3713,2772,2916,3052,3249,2999,2473,1821,790,23783
POA6060,3493,2279,5221,4154,2901,2500,1933,1193,747,24411,0,0,5,4,0,7,5,3,0,21,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,3,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,59,57,107,61,41,66,35,16,10,444,0,0,0,4,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,59,62,117,69,41,72,40,22,10,472,59,62,119,72,44,76,41,24,11,491,3546,2337,5339,4220,2947,2570,1974,1216,757,24906
POA6061,7952,4728,8120,6509,4209,3782,2808,1495,523,40120,17,3,11,6,11,0,11,7,0,72,0,0,0,5,3,0,0,0,0,7,3,0,0,3,6,4,3,0,0,19,0,0,4,6,0,4,0,0,0,10,6,0,0,0,0,0,0,0,0,5,88,112,173,119,93,61,53,19,12,738,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,119,177,128,99,71,64,23,12,785,115,126,187,136,114,72,71,30,14,855,8065,4851,8302,6646,4319,3858,2879,1524,534,40984
POA6062,5425,3694,4891,4521,3993,3815,3482,2184,832,32850,5,0,3,5,3,6,8,9,0,39,3,0,0,5,5,0,0,0,0,21,0,5,4,0,4,5,4,0,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,68,98,96,78,75,72,41,23,20,574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,101,96,91,81,75,41,24,21,620,79,103,108,97,87,84,49,37,21,659,5500,3804,4998,4622,4079,3899,3535,2224,855,33507
POA6063,3111,1945,1954,2094,1837,1778,1173,435,127,14448,3,5,3,0,0,0,3,3,3,21,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,47,57,49,40,24,10,16,4,0,260,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,49,64,47,50,28,15,21,4,0,280,53,64,53,52,28,16,26,10,3,302,3161,2007,2006,2145,1863,1793,1199,451,131,14751
POA6064,5835,4022,3987,3992,3827,3682,2799,1432,483,30045,6,10,5,4,4,6,9,5,0,42,0,0,0,3,0,0,3,0,0,14,0,0,0,6,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,68,81,93,77,68,47,50,19,13,516,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,75,83,102,80,72,51,60,24,13,556,78,93,108,82,74,55,68,25,13,592,5914,4113,4088,4074,3905,3737,2862,1456,490,30643
POA6065,15275,8280,8559,10601,8963,6286,4521,2441,885,65799,3,3,0,0,3,0,11,11,3,39,0,0,4,4,4,7,0,0,0,15,0,0,3,0,0,8,0,0,0,9,0,0,0,0,0,0,9,0,0,12,0,0,0,0,0,0,3,3,0,4,133,197,155,130,78,81,83,42,18,916,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,135,203,159,129,84,92,98,43,21,971,137,200,166,134,87,92,110,57,30,1012,15415,8484,8725,10725,9043,6377,4631,2498,910,66815
POA6066,3502,2535,2239,2138,2389,2671,1478,638,191,17771,0,8,0,3,7,13,5,3,0,26,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,51,62,33,29,24,19,13,3,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,53,71,33,32,26,16,21,3,291,41,55,69,43,33,34,25,21,3,319,3540,2591,2305,2182,2425,2702,1498,652,190,18092
POA6067,15,0,14,7,0,5,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,7,10,4,8,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,7,10,4,8,0,0,0,42,10,0,7,10,4,8,0,0,0,42,21,6,23,18,6,9,0,0,0,83
POA6068,0,0,0,0,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,10
POA6069,11549,5715,6329,7023,5591,3770,2434,1295,424,44137,7,0,9,7,4,8,3,13,0,51,5,3,0,0,0,6,7,3,0,21,4,0,8,12,10,9,4,0,0,50,0,3,0,7,0,8,6,0,0,22,0,0,0,0,7,3,0,0,0,12,137,141,139,86,70,72,41,20,8,712,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,144,146,110,87,100,59,26,8,825,148,148,154,115,91,103,60,36,16,880,11700,5867,6482,7140,5688,3881,2493,1334,439,45014
POA6070,741,362,218,462,545,494,409,231,53,3509,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,8,10,0,12,10,4,4,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,11,12,0,12,14,5,4,77,4,14,11,12,0,10,11,4,4,80,750,373,226,474,549,504,426,237,51,3589
POA6071,575,364,245,351,521,492,424,198,57,3225,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,16,5,7,8,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,16,5,7,8,0,0,0,59,12,6,14,5,7,9,0,3,0,67,585,374,260,360,524,501,426,201,56,3290
POA6072,127,97,74,95,116,130,91,34,12,777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,3,0,3,22,4,0,0,0,6,0,3,0,3,22,133,100,74,94,119,132,95,43,14,796
POA6073,483,293,232,297,429,444,413,280,134,3008,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,8,7,6,5,7,3,5,3,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,8,7,4,8,6,5,5,3,67,17,8,7,4,8,6,7,8,3,69,494,306,237,305,437,456,419,290,136,3077
POA6074,161,101,85,101,141,132,138,58,17,931,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,4,0,0,0,13,5,4,3,3,0,4,0,0,0,20,168,102,91,104,141,143,141,58,17,951
POA6076,3873,2438,1419,2334,3041,2788,2768,1828,651,21142,0,4,0,4,0,8,13,8,0,34,0,0,0,0,3,0,0,0,0,4,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,5,0,0,0,0,0,0,0,0,0,3,68,71,51,50,39,52,33,35,13,411,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,71,55,57,46,52,40,33,13,436,68,75,56,56,43,58,51,42,14,473,3939,2513,1481,2393,3089,2848,2823,1872,666,21616
POA6077,187,205,89,119,176,276,282,183,35,1539,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,3,3,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,8,3,5,0,0,0,32,4,0,4,8,3,5,3,5,0,37,187,211,93,120,178,285,282,186,35,1584
