POA_CODE_2021,M_0_149_CFNC,M_0_149_CF_C_und15,M_0_149_CFNC_und15,M_0_149_1PF_C_und15,M_0_149_1PFNC_und15,M_0_149_OthF,M_0_149_Tot,M_150_299_CFNC,M_150_299_CF_C_und15,M_150_299_CFNC_und15,M_150_299_1PF_C_und15,M_150_299_1PFNC_und15,M_150_299_OthF,M_150_299_Tot,M_300_449_CFNC,M_300_449_CF_C_und15,M_300_449_CFNC_und15,M_300_449_1PF_C_und15,M_300_449_1PFNC_und15,M_300_449_OthF,M_300_449_Tot,M_450_599_CFNC,M_450_599_CF_C_und15,M_450_599_CFNC_und15,M_450_599_1PF_C_und15,M_450_599_1PFNC_und15,M_450_599_OthF,M_450_599_Tot,M_600_799_CFNC,M_600_799_CF_C_und15,M_600_799_CFNC_und15,M_600_799_1PF_C_und15,M_600_799_1PFNC_und15,M_600_799_OthF,M_600_799_Tot,M_800_999_CFNC,M_800_999_CF_C_und15,M_800_999_CFNC_und15,M_800_999_1PF_C_und15,M_800_999_1PFNC_und15,M_800_999_OthF,M_800_999_Tot,M_1000_1199_CFNC,M_1000_1199_CF_C_und15,M_1000_1199_CFNC_und15,M_1000_1199_1PF_C_und15,M_1000_1199_1PFNC_und15,M_1000_1199_OthF,M_1000_1199_Tot,M_1200_1399_CFNC,M_1200_1399_CF_C_und15,M_1200_1399_CFNC_und15,M_1200_1399_1PF_C_und15,M_1200_1399_1PFNC_und15,M_1200_1399_OthF,M_1200_1399_Tot,M_1400_1599_CFNC,M_1400_1599_CF_C_und15,M_1400_1599_CFNC_und15,M_1400_1599_1PF_C_und15,M_1400_1599_1PFNC_und15,M_1400_1599_OthF,M_1400_1599_Tot,M_1600_1799_CFNC,M_1600_1799_CF_C_und15,M_1600_1799_CFNC_und15,M_1600_1799_1PF_C_und15,M_1600_1799_1PFNC_und15,M_1600_1799_OthF,M_1600_1799_Tot,M_1800_1999_CFNC,M_1800_1999_CF_C_und15,M_1800_1999_CFNC_und15,M_1800_1999_1PF_C_und15,M_1800_1999_1PFNC_und15,M_1800_1999_OthF,M_1800_1999_Tot,M_2000_2199_CFNC,M_2000_2199_CF_C_und15,M_2000_2199_CFNC_und15,M_2000_2199_1PF_C_und15,M_2000_2199_1PFNC_und15,M_2000_2199_OthF,M_2000_2199_Tot,M_2200_2399_CFNC,M_2200_2399_CF_C_und15,M_2200_2399_CFNC_und15,M_2200_2399_1PF_C_und15,M_2200_2399_1PFNC_und15,M_2200_2399_OthF,M_2200_2399_Tot,M_2400_2599_CFNC,M_2400_2599_CF_C_und15,M_2400_2599_CFNC_und15,M_2400_2599_1PF_C_und15,M_2400_2599_1PFNC_und15,M_2400_2599_OthF,M_2400_2599_Tot,M_2600_2999_CFNC,M_2600_2999_CF_C_und15,M_2600_2999_CFNC_und15,M_2600_2999_1PF_C_und15,M_2600_2999_1PFNC_und15,M_2600_2999_OthF,M_2600_2999_Tot,M_3000_3999_CFNC,M_3000_3999_CF_C_und15,M_3000_3999_CFNC_und15,M_3000_3999_1PF_C_und15,M_3000_3999_1PFNC_und15,M_3000_3999_OthF,M_3000_3999_Tot,M_4000_4999_CFNC,M_4000_4999_CF_C_und15,M_4000_4999_CFNC_und15,M_4000_4999_1PF_C_und15,M_4000_4999_1PFNC_und15,M_4000_4999_OthF,M_4000_4999_Tot,M_5000over_CFNC,M_5000over_CF_C_und15,M_5000over_CFNC_und15,M_5000over_1PF_C_und15,M_5000over_1PFNC_und15,M_5000over_OthF,M_5000over_Tot,M_NS_CFNC,M_NS_CF_C_und15,M_NS_CFNC_und15,M_NS_1PF_C_und15,M_NS_1PFNC_und15,M_NS_OthF,M_NS_Tot,Tot_CFNC,Tot_CF_C_und15,Tot_CFNC_und15,Tot_1PF_C_und15,Tot_1PFNC_und15,Tot_OthF,Tot_Tot
POA6173,26,8,12,4,0,0,47,5,8,4,0,0,0,18,13,10,5,0,5,0,23,10,4,3,0,0,0,16,6,5,6,0,0,0,27,7,3,14,5,3,0,33,23,27,18,7,8,0,76,36,58,28,11,6,0,142,33,74,24,16,11,0,149,38,98,37,21,7,0,201,39,111,29,15,5,0,197,79,176,72,15,14,0,352,20,80,22,5,4,0,132,20,55,25,11,3,0,109,41,91,40,10,4,0,185,45,98,63,6,6,3,226,20,35,19,0,0,0,75,20,13,5,0,0,0,38,29,50,35,9,3,0,133,492,1000,464,147,83,10,2192
POA6174,4,0,0,0,0,0,10,0,0,0,0,0,0,4,3,0,0,0,0,0,12,6,0,0,0,0,0,7,4,0,0,0,4,0,8,9,7,6,5,0,0,21,21,16,9,0,7,0,49,20,24,4,15,7,0,77,24,47,4,15,0,0,92,31,56,13,13,14,3,133,21,47,7,7,9,0,89,30,87,10,7,3,0,144,11,32,6,6,0,0,59,10,24,0,0,0,0,36,15,31,11,5,0,0,62,17,31,11,8,0,0,63,7,0,3,0,0,0,19,3,0,0,0,0,0,8,9,19,7,4,10,0,47,248,430,109,84,54,11,937
POA6175,7,0,4,0,3,0,11,0,0,0,0,0,0,0,3,0,3,0,0,0,6,0,0,3,0,0,0,7,6,4,4,0,0,0,7,3,6,0,0,3,0,16,10,12,4,3,3,0,28,16,19,4,0,4,3,43,23,28,10,4,0,0,68,22,37,12,6,3,0,81,16,30,3,0,0,0,58,23,49,15,5,6,0,98,3,21,5,4,4,0,44,3,18,4,4,0,0,32,15,28,11,3,0,0,57,17,22,11,0,3,0,51,8,8,0,0,0,0,18,7,7,3,0,0,0,19,7,30,12,4,4,0,54,191,322,106,37,38,3,702
POA6176,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,4,0,0,0,0,3,4,5,0,0,0,0,11,8,8,3,0,0,0,24,13,25,0,0,4,0,38,15,25,7,9,0,0,61,7,22,0,4,0,0,32,13,33,4,8,0,0,59,6,20,0,0,0,0,25,3,6,0,3,0,0,10,6,6,3,0,0,0,20,8,9,9,0,3,0,25,0,3,0,0,0,0,9,0,9,5,0,0,0,19,10,6,8,4,0,0,22,102,178,47,35,11,3,368
POA6180,8,8,0,0,0,0,10,3,0,0,0,0,0,5,4,0,0,0,0,0,4,8,5,0,0,0,0,13,12,5,0,0,5,0,25,0,5,4,0,4,0,12,7,35,4,8,7,0,60,20,46,8,14,11,0,95,34,54,9,19,10,3,127,36,82,13,14,10,0,154,32,66,16,8,4,0,119,34,90,23,5,7,3,165,11,35,8,0,0,0,56,8,16,4,4,0,0,35,13,30,6,4,0,0,60,9,22,13,3,5,0,54,10,11,3,0,4,0,32,3,7,0,0,0,0,7,22,18,9,4,4,0,57,270,533,141,82,65,6,1099
POA6181,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,7,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,10,0,0,0,0,0,0,8,4,0,4,0,0,0,9,0,6,0,0,0,0,13,6,4,3,0,0,0,11,3,0,0,0,0,0,3,4,3,0,0,0,0,8,0,3,3,0,0,0,4,31,38,21,0,0,0,91
POA6182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6207,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,3,0,0,0,0,0,7,3,0,3,0,0,0,6,0,4,0,0,0,0,5,4,0,0,0,0,0,10,12,3,0,0,0,0,16,3,11,0,0,0,0,11,5,9,0,0,0,0,17,4,7,0,0,0,0,23,5,9,0,0,0,0,10,10,12,6,0,0,0,19,0,12,0,0,0,0,17,11,21,10,0,0,0,45,7,4,0,3,0,0,13,0,4,0,0,0,0,10,3,10,0,4,4,0,17,85,102,29,11,5,0,229
POA6208,19,11,8,0,0,0,42,9,0,0,0,0,0,8,11,4,5,3,0,0,27,11,4,4,0,3,0,21,11,11,5,8,8,0,40,37,12,8,10,8,3,78,48,32,12,4,9,0,112,27,45,22,12,16,0,131,54,52,26,18,10,0,155,55,82,25,10,7,0,186,40,63,17,11,9,0,137,65,86,15,9,4,3,181,17,38,18,9,5,0,76,4,36,10,0,0,0,56,39,42,22,0,3,0,105,42,41,22,0,10,0,118,12,13,12,0,3,0,38,4,12,6,0,0,0,24,30,29,10,8,4,0,78,543,614,246,102,100,11,1612
POA6209,5,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,4,6,0,0,0,17,4,0,0,0,3,0,3,3,0,0,0,0,0,5,6,5,7,3,0,0,15,4,5,0,0,0,0,16,3,3,5,0,3,0,16,4,3,0,3,0,0,11,9,8,3,0,0,0,16,0,0,0,0,0,0,8,0,4,3,0,0,0,11,4,3,10,0,0,0,19,14,5,4,0,0,0,28,4,4,5,0,0,0,14,0,0,5,0,0,0,11,0,3,9,0,0,0,16,68,58,53,16,15,0,218
POA6210,129,36,33,17,19,3,240,32,7,8,0,14,0,62,77,17,17,9,17,3,137,68,15,13,7,7,3,116,98,47,41,21,25,6,239,154,86,34,43,52,7,373,199,163,72,56,51,6,549,251,267,122,84,66,10,791,252,317,92,67,45,10,792,289,446,133,68,40,8,985,194,299,83,43,38,3,661,321,407,172,43,32,9,978,114,182,55,21,16,5,387,68,104,49,12,10,0,237,139,207,112,20,19,0,494,180,206,110,19,10,0,530,86,63,46,8,7,0,209,62,49,43,0,7,0,160,175,140,95,38,30,8,484,2881,3060,1324,569,509,74,8421
POA6211,14,5,9,0,0,0,33,4,0,3,0,0,0,9,9,0,0,0,7,0,23,7,0,3,0,0,0,14,14,6,6,3,3,0,26,19,14,6,0,6,0,37,23,10,12,5,0,0,55,21,20,14,12,3,0,75,31,36,13,11,5,0,91,25,68,23,9,4,0,129,28,67,8,7,8,4,113,35,81,28,13,9,0,165,17,40,5,6,0,0,75,10,28,7,3,4,0,54,26,31,14,0,0,0,77,38,36,17,3,5,0,95,14,9,8,5,4,0,37,5,8,5,0,0,0,15,20,23,10,3,5,0,59,366,491,195,88,51,9,1200
POA6213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,9,0,0,0,0,11,4,0,0,0,0,0,4,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,19,23,10,5,5,0,67
POA6214,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,3,4,0,0,0,0,0,7,5,7,0,0,0,0,7,0,3,0,0,0,0,5,0,0,0,0,0,0,6,3,4,0,0,0,0,3,7,5,3,0,0,0,18,0,0,0,0,0,0,3,0,0,3,0,0,0,0,5,0,0,0,0,0,7,6,4,3,0,0,0,13,0,0,0,0,0,0,0,0,5,0,0,0,0,5,4,0,4,0,0,0,6,31,36,20,0,7,0,98
POA6215,3,3,6,0,0,0,13,0,0,0,0,0,0,0,3,0,0,0,0,0,3,9,3,0,3,0,0,17,3,3,0,0,0,0,12,8,8,4,0,0,0,29,9,19,4,3,0,0,39,17,15,9,3,0,0,45,13,20,6,0,0,0,45,29,16,15,4,6,0,62,6,21,4,3,0,0,41,14,17,10,0,0,0,49,3,13,3,0,0,0,20,7,8,0,0,0,0,13,10,14,8,0,0,0,35,14,23,3,0,0,0,37,3,4,5,0,0,0,11,4,4,0,0,0,0,4,15,3,5,0,3,0,27,167,192,81,31,22,8,491
POA6218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,3,0,6,0,0,0,0,6,0,3,0,4,0,0,8,3,3,0,0,0,0,6,3,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,5,0,0,0,0,0,3,26,17,5,3,4,0,61
POA6219,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,9,0,4,3,0,0,0,9,0,7,3,0,0,0,9,3,5,0,0,0,0,11,7,7,0,0,0,0,16,4,0,6,0,0,0,10,0,0,0,0,0,0,0,0,7,0,0,0,0,5,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,33,30,15,3,7,0,93
POA6220,9,4,6,0,4,0,19,0,0,0,0,0,0,5,0,0,0,0,0,0,6,6,3,4,0,3,0,14,12,0,0,0,3,0,15,10,7,4,0,3,0,24,3,14,8,6,0,5,28,9,20,9,6,4,0,43,9,21,4,4,6,0,44,11,20,9,5,0,0,41,5,17,3,0,0,0,23,8,23,8,0,4,0,39,3,10,0,0,0,0,18,0,0,0,0,0,0,6,5,11,5,0,4,0,29,10,8,6,0,0,0,25,0,0,0,3,0,0,8,3,0,0,0,0,0,12,3,5,6,0,0,0,21,112,181,65,25,26,4,402
POA6221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,9,0,0,0,23
POA6223,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,3,0,0,0,26
POA6224,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,0,4,4,0,0,0,0,0,5,0,4,0,0,0,0,5,8,4,0,0,0,0,15,6,6,0,0,0,0,14,6,4,11,0,3,0,26,0,8,6,0,0,0,16,7,7,8,0,0,0,16,0,7,0,0,0,0,9,4,7,3,0,0,0,13,0,4,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,3,45,58,20,5,11,0,145
POA6225,15,6,0,4,0,0,26,3,0,0,0,7,0,7,10,9,8,0,6,0,33,13,0,0,3,6,0,31,28,17,7,4,8,0,67,33,32,11,16,11,0,101,31,53,11,13,9,0,114,30,41,16,6,7,0,104,29,30,15,8,6,0,88,21,44,17,3,0,0,89,5,35,13,4,4,0,57,25,45,14,4,3,0,82,4,11,5,0,0,0,21,0,3,3,0,0,0,9,13,21,5,0,0,0,38,12,14,8,0,0,0,37,8,13,4,0,0,0,26,3,0,0,0,0,0,5,28,14,12,6,3,0,63,311,391,156,71,72,7,994
POA6226,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,3,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,5,0,0,0,9,0,3,0,0,0,0,9,0,4,0,0,0,0,7,3,3,0,0,0,0,8,8,0,0,0,0,0,14,7,7,0,0,0,0,18,0,4,0,0,0,0,5,3,20,3,0,0,0,21,7,14,4,0,0,0,25,0,0,0,0,0,0,8,0,3,0,0,0,0,7,0,0,0,0,0,0,9,47,79,22,7,6,0,162
POA6227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,7,0,7,0,0,0,0,9,4,9,0,0,0,0,18,11,4,4,0,0,0,20,0,8,0,0,0,0,13,0,9,0,0,0,0,11,4,4,5,0,0,0,16,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,9,0,0,0,0,13,0,3,0,0,0,0,6,0,3,0,0,0,0,8,0,0,0,0,0,0,0,5,0,0,0,0,0,5,40,68,18,6,0,0,129
POA6228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,11
POA6229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5
POA6230,70,25,17,9,12,0,131,27,11,10,0,4,0,47,41,12,10,4,8,0,87,19,22,6,4,13,3,73,56,33,23,16,23,0,155,76,86,30,35,23,0,248,130,137,42,45,39,6,397,154,207,65,67,43,8,543,151,267,73,53,38,6,586,158,271,72,45,29,3,586,103,169,56,30,13,0,370,143,250,99,33,31,3,558,41,93,28,8,5,0,186,31,54,13,8,3,0,108,79,122,59,11,13,0,286,85,123,54,13,8,0,283,36,43,34,6,0,0,119,18,33,14,5,5,0,67,75,96,42,18,10,6,243,1500,2052,758,403,317,39,5073
POA6232,19,4,3,0,0,0,34,9,5,0,0,0,0,12,21,0,4,0,0,0,23,9,4,0,0,0,0,23,8,9,7,0,9,0,30,19,13,6,7,7,0,63,34,44,15,18,11,0,118,54,60,18,22,10,3,166,50,89,21,12,3,3,188,69,125,19,12,11,3,236,45,73,21,0,7,0,137,54,95,20,10,9,0,187,14,37,5,4,0,0,63,10,21,5,0,0,0,30,26,55,17,0,0,0,102,21,29,13,4,0,0,70,10,3,3,0,0,0,22,5,3,4,0,0,0,10,23,34,3,16,0,0,81,488,714,197,118,75,17,1606
POA6233,24,15,14,8,4,6,70,9,5,3,0,0,0,15,23,11,4,0,0,0,40,16,10,3,3,5,0,43,28,19,13,0,9,0,70,35,28,15,12,14,0,105,67,70,12,14,12,0,175,87,107,34,13,21,4,262,86,177,42,24,13,3,343,111,232,49,28,11,0,432,56,137,28,18,3,0,243,93,213,61,16,9,0,392,40,97,14,11,0,0,157,21,49,13,12,0,0,94,50,90,26,7,11,0,186,48,83,18,7,0,0,164,22,30,10,6,0,0,68,13,20,10,0,0,0,45,51,60,22,13,10,0,152,880,1447,403,175,128,22,3051
POA6236,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,11,0,4,4,0,0,0,4,6,0,0,3,0,0,7,8,3,0,0,0,0,8,14,7,4,0,0,0,27,11,5,5,0,0,0,17,9,12,0,3,0,0,22,9,21,6,0,0,0,34,7,10,5,0,0,0,19,12,18,8,0,3,0,33,7,6,0,0,0,0,16,4,3,0,0,0,0,8,6,11,0,0,0,0,24,14,12,5,0,6,0,30,0,3,0,0,0,0,7,3,4,4,0,0,0,17,7,3,0,0,0,0,14,120,124,41,12,18,0,317
POA6237,4,5,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,3,6,0,0,6,0,9,7,8,3,0,0,0,13,3,4,5,0,0,0,16,9,10,7,3,0,0,23,3,10,0,0,0,0,21,9,17,3,0,0,0,35,0,4,5,0,5,0,18,13,20,11,4,0,0,50,12,9,0,0,0,0,21,7,4,0,4,0,0,20,3,21,0,0,0,0,26,14,18,10,0,0,0,43,8,8,7,0,0,0,22,9,0,0,0,0,0,10,8,9,0,0,0,0,18,117,148,54,19,9,0,346
POA6239,13,3,7,0,0,0,15,4,0,0,0,0,0,4,8,5,4,0,0,0,9,4,0,0,0,0,0,9,6,3,3,0,0,0,20,17,16,5,0,3,0,33,21,22,4,3,8,4,52,19,33,16,0,3,0,68,15,30,7,4,0,0,54,20,9,0,5,4,0,48,11,22,8,3,4,0,40,22,24,9,6,0,0,65,5,7,0,0,0,0,19,3,9,3,0,0,0,18,15,8,4,0,0,0,37,23,18,7,0,0,0,50,3,0,0,4,0,0,10,6,5,0,0,0,0,12,8,9,0,0,0,0,19,228,230,88,26,36,6,600
POA6240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,0,0,0,0,18
POA6243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,3,0,0,9
POA6244,12,3,0,0,0,0,17,4,0,0,0,0,0,4,3,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,5,0,0,10,4,3,0,0,0,0,13,0,3,5,0,0,0,6,8,4,0,0,3,0,11,0,0,0,0,0,0,7,0,4,0,0,0,0,8,0,0,0,0,0,0,3,5,5,0,0,0,0,4,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,6,0,3,0,0,0,0,4,0,4,0,0,0,0,8,0,4,0,0,0,0,6,50,43,9,3,8,0,117
POA6251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,6,6,6,0,0,33
POA6252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,10
POA6253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,4,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,4,0,0,0,9,3,5,0,0,0,0,6,3,8,0,0,0,0,12,7,3,0,0,0,0,4,6,4,0,0,0,0,11,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,3,33,18,3,0,7,0,66
POA6254,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,6,0,3,0,0,0,0,3,0,4,0,0,0,0,8,0,0,0,0,3,0,8,3,0,0,0,0,0,7,3,6,0,0,0,0,10,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,16,5,6,9,0,55
POA6255,16,6,0,0,5,0,19,4,0,0,0,3,0,10,8,5,5,0,0,0,13,0,0,0,0,0,0,3,8,6,0,0,0,0,22,9,5,5,3,0,0,25,20,18,3,3,4,0,45,20,29,3,4,0,0,59,18,23,5,7,0,0,48,17,23,3,0,0,0,42,9,21,4,0,0,0,36,16,31,9,0,0,0,56,3,11,4,3,0,0,19,0,5,0,0,0,0,6,12,6,5,0,0,0,21,7,11,4,0,0,0,27,11,0,4,0,0,0,13,4,0,0,0,0,0,3,13,6,3,0,0,0,26,192,207,59,22,20,0,504
POA6256,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,13,14,3,0,0,0,31
POA6258,14,5,3,6,5,0,33,4,0,0,0,0,0,4,10,4,3,0,0,0,15,8,0,0,0,5,0,13,16,17,4,4,3,0,45,22,22,5,9,9,0,57,19,31,9,5,7,0,72,20,28,7,6,0,0,61,16,24,7,0,0,0,52,16,25,6,3,0,0,41,8,15,3,0,0,0,23,16,21,7,0,0,0,52,13,10,6,0,0,0,23,0,3,0,0,0,0,7,7,14,11,0,0,0,25,13,15,7,0,0,0,36,4,5,4,0,0,0,19,5,5,0,0,0,0,11,9,16,8,4,0,0,44,225,252,78,41,32,3,632
