POA_CODE_2021,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Ag_For_Fshg_15_19,F_Ag_For_Fshg_20_24,F_Ag_For_Fshg_25_34,F_Ag_For_Fshg_35_44,F_Ag_For_Fshg_45_54,F_Ag_For_Fshg_55_64,F_Ag_For_Fshg_65_74,F_Ag_For_Fshg_75_84,F_Ag_For_Fshg_85ov,F_Ag_For_Fshg_Tot,F_Mining_15_19,F_Mining_20_24,F_Mining_25_34,F_Mining_35_44,F_Mining_45_54,F_Mining_55_64,F_Mining_65_74,F_Mining_75_84,F_Mining_85ov,F_Mining_Tot,F_Manufact_15_19,F_Manufact_20_24,F_Manufact_25_34,F_Manufact_35_44,F_Manufact_45_54,F_Manufact_55_64,F_Manufact_65_74,F_Manufact_75_84,F_Manufact_85ov,F_Manufact_Tot,F_El_Gas_Wt_Waste_15_19,F_El_Gas_Wt_Waste_20_24,F_El_Gas_Wt_Waste_25_34,F_El_Gas_Wt_Waste_35_44,F_El_Gas_Wt_Waste_45_54,F_El_Gas_Wt_Waste_55_64,F_El_Gas_Wt_Waste_65_74,F_El_Gas_Wt_Waste_75_84,F_El_Gas_Wt_Waste_85ov,F_El_Gas_Wt_Waste_Tot,F_Constru_15_19,F_Constru_20_24,F_Constru_25_34,F_Constru_35_44,F_Constru_45_54,F_Constru_55_64,F_Constru_65_74,F_Constru_75_84,F_Constru_85ov,F_Constru_Tot,F_WhlesaleTde_15_19,F_WhlesaleTde_20_24,F_WhlesaleTde_25_34,F_WhlesaleTde_35_44,F_WhlesaleTde_45_54,F_WhlesaleTde_55_64,F_WhlesaleTde_65_74,F_WhlesaleTde_75_84,F_WhlesaleTde_85ov,F_WhlesaleTde_Tot,F_RetTde_15_19,F_RetTde_20_24,F_RetTde_25_34,F_RetTde_35_44,F_RetTde_45_54,F_RetTde_55_64,F_RetTde_65_74,F_RetTde_75_84,F_RetTde_85ov,F_RetTde_Tot,F_Accom_food_15_19,F_Accom_food_20_24,F_Accom_food_25_34,F_Accom_food_35_44,F_Accom_food_45_54,F_Accom_food_55_64,F_Accom_food_65_74,F_Accom_food_75_84,F_Accom_food_85ov,F_Accom_food_Tot,F_Trans_post_wrehsg_15_19,F_Trans_post_wrehsg_20_24,F_Trans_post_wrehsg_25_34,F_Trans_post_wrehsg_35_44,F_Trans_post_wrehsg_45_54,F_Trans_post_wrehsg_55_64,F_Trans_post_wrehsg_65_74,F_Trans_post_wrehsg_75_84,F_Trans_post_wrehsg_85ov,F_Trans_post_wrehsg_Tot,F_Info_media_teleco_15_19,F_Info_media_teleco_20_24,F_Info_media_teleco_25_34,F_Info_media_teleco_35_44,F_Info_media_teleco_45_54,F_Info_media_teleco_55_64,F_Info_media_teleco_65_74,F_Info_media_teleco_75_84,F_Info_media_teleco_85ov,F_Info_media_teleco_Tot,F_Fin_Insur_15_19,F_Fin_Insur_20_24,F_Fin_Insur_25_34,F_Fin_Insur_35_44,F_Fin_Insur_45_54,F_Fin_Insur_55_64,F_Fin_Insur_65_74,F_Fin_Insur_75_84,F_Fin_Insur_85ov,F_Fin_Insur_Tot,F_RtnHir_REst_15_19,F_RtnHir_REst_20_24,F_RtnHir_REst_25_34,F_RtnHir_REst_35_44,F_RtnHir_REst_45_54,F_RtnHir_REst_55_64,F_RtnHir_REst_65_74,F_RtnHir_REst_75_84,F_RtnHir_REst_85ov,F_RtnHir_REst_Tot,F_Pro_scien_tec_15_19,F_Pro_scien_tec_20_24,F_Pro_scien_tec_25_34,F_Pro_scien_tec_35_44,F_Pro_scien_tec_45_54,F_Pro_scien_tec_55_64,F_Pro_scien_tec_65_74,F_Pro_scien_tec_75_84,F_Pro_scien_tec_85ov,F_Pro_scien_tec_Tot,F_Admin_supp_15_19,F_Admin_supp_20_24,F_Admin_supp_25_34,F_Admin_supp_35_44,F_Admin_supp_45_54,F_Admin_supp_55_64,F_Admin_supp_65_74,F_Admin_supp_75_84,F_Admin_supp_85ov,F_Admin_supp_Tot,F_Public_admin_sfty_15_19,F_Public_admin_sfty_20_24,F_Public_admin_sfty_25_34,F_Public_admin_sfty_35_44,F_Public_admin_sfty_45_54,F_Public_admin_sfty_55_64,F_Public_admin_sfty_65_74,F_Public_admin_sfty_75_84,F_Public_admin_sfty_85ov,F_Public_admin_sfty_Tot,F_Educ_trng_15_19,F_Educ_trng_20_24,F_Educ_trng_25_34,F_Educ_trng_35_44,F_Educ_trng_45_54,F_Educ_trng_55_64,F_Educ_trng_65_74,F_Educ_trng_75_84,F_Educ_trng_85ov,F_Educ_trng_Tot,F_HlthCare_SocAs_15_19,F_HlthCare_SocAs_20_24,F_HlthCare_SocAs_25_34,F_HlthCare_SocAs_35_44,F_HlthCare_SocAs_45_54,F_HlthCare_SocAs_55_64,F_HlthCare_SocAs_65_74,F_HlthCare_SocAs_75_84,F_HlthCare_SocAs_85ov,F_HlthCare_SocAs_Tot,F_Art_recn_15_19,F_Art_recn_20_24,F_Art_recn_25_34,F_Art_recn_35_44,F_Art_recn_45_54,F_Art_recn_55_64,F_Art_recn_65_74,F_Art_recn_75_84,F_Art_recn_85ov,F_Art_recn_Tot,F_Oth_scs_15_19,F_Oth_scs_20_24,F_Oth_scs_25_34,F_Oth_scs_35_44,F_Oth_scs_45_54,F_Oth_scs_55_64,F_Oth_scs_65_74,F_Oth_scs_75_84,F_Oth_scs_85ov,F_Oth_scs_Tot
POA6107,477,1522,4061,3540,2112,1362,364,40,0,13480,0,0,14,12,12,3,0,0,0,48,7,17,94,84,45,20,3,0,0,255,6,26,104,97,72,41,10,0,0,354,0,7,13,23,9,3,4,0,0,61,7,22,85,53,30,25,5,0,0,231,0,20,58,50,37,34,4,0,0,205,139,244,319,197,140,88,23,0,0,1156,180,254,340,156,98,57,13,0,0,1105,3,31,86,88,63,33,12,0,0,321,0,10,28,11,4,3,3,0,0,61,3,17,86,91,55,29,3,0,0,285,0,14,41,37,21,14,6,0,0,125,6,65,235,183,100,49,15,0,0,657,15,75,173,119,73,62,14,0,0,534,10,32,141,152,137,107,22,0,0,597,24,75,241,276,231,186,28,6,0,1054,34,251,823,705,470,295,73,5,0,2650,15,20,50,53,18,25,3,0,0,180,9,49,138,107,83,53,12,3,0,460
POA6108,316,535,1165,1375,1197,968,303,23,0,5891,0,0,3,7,8,4,0,0,0,21,0,8,27,21,24,13,3,0,0,99,5,10,43,47,46,39,8,0,0,191,0,0,11,10,8,9,0,0,0,34,5,7,31,38,27,22,13,0,0,138,9,6,23,23,25,19,9,0,0,123,86,118,103,89,89,99,24,0,0,621,122,66,84,69,51,31,8,0,0,429,4,11,22,53,58,28,8,0,0,180,5,4,4,3,4,9,0,0,0,31,0,10,27,41,29,17,7,0,0,133,0,4,20,11,17,14,3,0,0,77,6,24,59,59,35,18,8,0,0,208,6,17,32,44,48,34,5,0,0,182,0,20,37,63,79,64,9,4,0,279,4,37,102,162,162,128,31,0,0,635,27,74,229,264,280,215,63,5,0,1152,16,12,23,22,16,5,5,0,0,97,6,24,53,50,39,33,11,0,0,217
POA6109,150,299,706,868,650,391,110,12,4,3190,0,0,4,10,0,0,0,0,0,16,0,6,12,15,5,13,0,0,0,54,3,9,19,22,18,10,3,0,0,85,0,3,5,0,0,0,0,0,0,11,0,0,30,18,8,8,3,0,0,65,4,0,9,11,11,3,3,0,0,46,30,53,71,49,42,32,7,0,0,289,62,34,42,32,28,11,4,0,0,202,0,6,23,25,26,13,0,0,0,96,5,3,3,6,0,0,0,0,0,15,0,3,13,18,3,0,0,0,0,39,0,0,7,7,5,8,0,0,0,26,3,13,21,29,16,18,3,0,0,103,0,13,20,26,33,22,0,0,0,122,0,3,28,29,29,20,4,0,0,111,5,19,37,53,35,43,7,0,0,205,5,62,186,146,123,89,26,6,0,642,3,3,13,12,5,3,0,0,0,42,9,11,21,33,24,16,4,0,0,111
POA6110,571,1059,2273,2842,2314,1582,444,38,0,11119,0,3,10,18,16,7,4,0,0,60,0,13,59,61,48,19,3,0,0,201,5,29,67,102,88,53,11,0,0,356,0,3,10,17,8,8,4,0,0,44,7,25,72,80,54,34,8,0,0,277,0,21,47,54,63,34,5,0,0,221,167,207,214,224,225,158,26,0,0,1217,251,109,106,99,78,46,9,0,0,692,8,22,74,75,68,48,12,0,0,306,8,3,16,11,4,7,0,0,0,50,5,17,68,78,50,24,3,0,0,228,6,7,22,31,26,19,3,0,0,107,6,46,104,141,87,33,20,3,0,438,5,24,91,94,76,58,11,0,0,360,5,24,91,130,126,102,21,0,0,505,31,72,198,322,319,188,30,5,0,1159,40,220,454,615,468,369,78,0,0,2244,12,26,33,37,23,10,5,0,0,144,15,39,90,97,61,51,14,0,0,365
POA6111,322,489,1092,1217,1202,1127,343,45,3,5845,0,11,12,9,9,9,7,3,0,54,0,14,33,30,35,12,0,0,0,127,7,14,24,46,37,31,7,0,0,184,0,0,8,0,5,5,0,0,0,21,11,11,46,28,31,30,5,0,0,173,3,5,27,27,25,13,10,0,0,112,93,100,84,93,110,111,32,3,0,630,122,51,47,27,39,24,6,0,0,319,0,15,26,28,41,36,7,0,0,151,3,6,8,10,7,9,0,0,0,40,0,4,15,26,33,18,3,0,0,98,0,0,7,18,21,17,7,0,0,71,3,19,52,58,62,45,20,0,0,268,7,20,34,43,39,36,11,0,0,193,3,9,52,84,75,73,20,0,0,311,10,35,107,155,187,168,51,0,0,715,18,65,191,227,275,237,48,0,0,1066,16,9,19,17,18,11,6,0,0,87,15,21,44,46,61,22,3,0,0,208
POA6112,804,1457,4314,5323,3209,2103,475,63,3,17754,9,4,23,20,18,8,6,4,0,90,6,41,102,136,67,32,0,0,0,384,23,47,142,160,134,54,3,0,0,574,0,4,20,40,27,10,0,0,0,100,15,29,151,126,69,53,9,0,0,455,11,29,67,105,71,42,6,0,0,335,226,269,443,371,277,223,43,0,0,1855,352,168,215,164,88,54,12,0,0,1048,7,37,143,158,96,73,15,0,0,530,8,4,24,19,8,10,0,0,0,68,4,11,127,153,63,34,3,0,0,402,0,21,61,59,31,30,6,0,0,201,4,60,259,260,119,69,11,0,0,774,15,47,148,146,125,72,16,0,0,565,12,47,224,281,164,105,25,0,0,856,36,121,420,588,470,293,66,9,0,1990,54,312,1085,1316,770,522,106,0,0,4165,32,28,58,48,35,14,3,0,0,217,27,68,187,151,75,53,11,0,0,574
POA6121,57,94,95,153,201,215,50,7,0,871,0,0,5,4,11,8,5,0,0,30,0,0,3,9,7,6,0,0,0,24,6,4,4,6,12,12,6,0,0,44,0,0,0,0,0,0,0,0,0,7,0,0,9,8,15,12,4,0,0,43,0,0,3,6,7,4,0,0,0,20,14,15,3,3,24,7,8,0,0,79,18,0,3,0,3,4,0,0,0,34,0,0,0,3,11,9,4,0,0,30,0,0,0,0,0,0,0,0,0,4,0,0,3,6,8,0,0,0,0,17,0,0,3,0,5,0,0,0,0,21,0,3,6,7,14,3,0,0,0,39,3,0,4,7,4,6,3,0,0,25,0,5,8,19,13,14,0,0,0,53,3,10,10,16,27,23,5,0,0,101,0,17,21,16,23,34,8,0,0,122,4,5,8,0,3,3,0,0,0,20,3,5,4,12,16,3,0,0,0,47
POA6122,312,438,1495,1555,1027,685,165,18,0,5695,3,0,7,17,11,10,0,0,0,43,4,13,58,39,22,13,0,0,0,148,17,13,59,54,37,32,4,0,0,204,0,0,10,15,4,3,0,0,0,36,6,9,66,46,34,24,0,0,0,185,3,12,34,40,25,24,0,0,0,141,88,73,173,149,120,70,11,0,0,692,156,51,51,38,36,22,0,0,0,356,4,8,51,46,32,17,11,0,0,173,5,8,3,3,5,3,0,0,0,18,3,4,27,37,23,18,0,0,0,106,0,13,23,16,20,6,5,0,0,84,8,23,74,78,52,22,4,0,0,255,7,13,49,37,25,18,4,0,0,155,3,14,81,96,69,43,3,0,0,307,18,46,152,171,135,77,12,0,0,619,32,87,369,322,211,151,34,0,0,1201,15,22,23,25,15,3,5,0,0,104,14,25,98,58,30,21,10,0,0,252
POA6123,34,61,164,110,105,79,26,6,0,584,0,0,0,0,0,0,0,0,0,7,0,0,13,3,0,3,0,0,0,25,0,0,4,0,3,3,0,0,0,19,0,0,3,0,4,0,0,0,0,8,0,0,10,9,3,5,0,0,0,18,0,0,5,0,0,0,0,0,0,4,9,7,18,10,13,5,0,0,0,66,13,6,3,0,3,0,0,0,0,25,0,0,8,3,11,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,13,0,0,0,3,0,0,0,0,0,3,0,0,5,6,6,0,0,0,0,19,0,4,10,6,9,5,0,0,0,31,0,0,7,8,4,8,0,0,0,23,0,11,19,10,13,9,8,0,0,62,4,14,38,19,17,13,0,0,0,113,0,0,0,0,0,0,0,0,0,7,0,0,8,0,0,3,0,0,0,20
POA6124,14,12,34,55,76,80,18,9,0,304,0,0,0,0,0,0,0,0,0,6,0,0,3,4,0,0,0,0,0,10,0,0,0,0,9,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,3,5,3,3,0,0,0,0,12,0,0,0,0,3,0,0,0,0,4,11,6,0,0,5,6,0,0,0,25,11,4,4,7,7,3,0,0,0,33,0,0,4,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,8,3,4,7,0,0,0,22,0,0,0,3,5,0,0,0,0,12,0,0,0,6,7,5,0,0,0,14,0,0,6,7,10,9,0,0,0,33,5,0,10,15,16,12,3,0,0,57,0,0,0,0,0,0,0,0,0,3,4,0,0,0,5,4,0,0,0,9
POA6125,63,73,109,123,246,189,60,11,0,881,0,4,4,5,10,14,13,4,0,58,0,0,8,10,3,8,0,0,0,24,0,0,7,4,12,0,0,0,0,27,0,0,0,5,0,0,0,0,0,6,0,3,7,7,11,8,0,0,0,34,0,0,0,7,4,3,0,0,0,11,13,14,12,9,22,17,0,0,0,90,14,7,3,0,6,7,0,0,0,39,0,0,0,5,8,7,3,0,0,26,0,0,0,0,0,0,0,0,0,5,0,3,4,6,3,0,0,0,0,10,0,0,0,5,7,3,0,0,0,14,0,3,11,20,12,11,0,0,0,54,0,0,0,11,6,0,0,0,0,23,0,0,10,5,17,8,0,0,0,37,0,8,20,23,34,25,8,0,0,109,4,8,25,22,32,32,8,0,0,127,0,7,3,4,4,0,0,0,0,24,0,4,9,5,13,9,0,0,0,48
POA6126,3,9,3,14,17,17,10,3,0,62,0,0,0,0,5,3,4,3,0,11,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,5,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,3,4,0,4,0,0,14,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
POA6147,155,387,874,940,695,544,189,20,0,3804,0,0,4,4,5,0,0,0,0,13,0,5,24,29,7,13,0,0,0,68,5,4,25,25,26,37,10,0,0,136,0,0,0,8,0,3,0,0,0,21,0,6,20,13,17,11,5,0,0,68,0,4,8,17,18,15,3,0,0,71,29,54,70,54,55,48,13,0,0,328,63,50,77,43,33,23,6,0,0,295,0,3,16,21,24,17,0,0,0,86,0,5,10,6,5,4,0,0,0,32,0,0,17,19,13,10,5,0,0,66,0,3,9,17,4,3,4,0,0,44,0,9,60,74,37,17,5,0,0,204,0,8,29,20,32,33,0,0,0,125,0,5,40,36,34,34,8,0,0,161,6,31,86,96,92,85,18,0,0,416,7,58,176,176,170,140,43,0,0,770,4,8,10,10,7,5,0,0,0,53,10,20,30,27,19,24,4,0,0,139
POA6148,257,410,693,1069,1072,774,261,36,5,4580,0,0,4,4,0,0,4,0,0,14,0,7,26,40,24,8,5,0,0,110,3,6,19,30,42,22,13,0,0,138,0,0,4,9,3,0,0,0,0,25,0,14,21,39,32,15,4,0,0,125,4,5,12,18,16,12,4,0,0,72,75,76,68,69,71,44,18,0,0,420,102,63,20,40,28,27,5,0,0,292,0,9,11,29,18,15,3,0,0,88,8,10,6,10,4,5,0,0,0,34,0,4,14,37,23,21,9,3,0,113,4,0,9,12,13,18,3,0,0,63,3,31,68,98,72,36,10,0,0,320,0,12,21,30,23,15,3,0,0,108,5,15,40,79,55,49,18,0,0,264,22,46,81,138,224,131,42,8,0,690,17,79,181,257,264,180,43,0,0,1026,6,20,12,16,8,10,3,0,0,77,4,15,26,36,42,25,14,4,0,169
POA6149,276,386,712,1088,1032,829,384,58,3,4752,0,0,4,3,0,6,0,0,0,18,0,9,34,50,26,17,5,0,0,142,12,8,11,40,30,20,10,0,0,128,0,0,3,10,11,0,0,0,0,32,0,7,16,24,20,18,9,0,0,101,5,5,10,19,28,13,5,0,0,79,63,68,44,52,45,67,23,0,0,364,103,52,32,29,23,17,4,0,0,268,0,4,12,22,20,23,3,0,0,86,3,8,4,5,9,11,6,0,0,37,0,0,18,33,44,29,5,0,0,139,4,0,6,16,14,18,9,0,0,61,4,29,71,126,79,55,19,0,0,381,4,5,12,21,26,11,7,0,0,93,0,9,40,71,58,56,15,0,0,245,22,44,99,152,220,213,53,0,0,799,17,86,192,259,251,207,77,4,0,1095,21,15,15,14,7,8,4,0,0,85,18,14,29,39,34,27,8,0,0,157
POA6150,227,360,537,614,642,554,248,29,3,3207,0,0,5,0,0,3,0,0,0,7,0,4,20,24,19,8,5,0,0,72,7,12,4,20,26,14,4,0,0,84,0,0,0,14,12,0,0,0,0,25,0,9,16,25,20,11,3,0,0,80,6,9,8,10,10,3,5,0,0,42,81,84,39,33,46,33,17,5,0,327,103,48,25,19,24,12,6,0,0,253,0,4,5,12,12,15,0,0,0,53,0,5,3,0,6,0,0,0,0,15,0,4,13,26,24,16,6,0,0,88,0,0,6,7,15,4,6,4,0,37,3,24,64,58,66,27,5,0,0,262,0,0,12,15,7,10,3,0,0,48,4,9,23,42,44,40,6,0,0,168,15,27,50,92,142,128,39,3,0,490,21,68,128,137,138,130,42,0,0,662,5,12,5,9,9,5,5,0,0,51,10,13,22,27,22,11,4,0,0,113
POA6151,206,448,1065,999,954,765,358,69,3,4859,3,0,6,0,0,3,6,0,0,24,0,16,69,64,48,20,4,0,0,220,5,5,20,21,19,16,5,4,0,95,0,0,8,4,8,10,0,0,0,34,0,8,26,23,27,20,7,0,0,121,0,5,13,15,14,4,3,0,0,57,86,78,70,31,53,44,17,0,0,375,85,84,59,38,31,11,8,0,0,315,0,9,13,16,16,9,3,0,0,62,0,0,14,11,8,7,5,0,0,44,0,9,28,34,46,22,14,0,0,152,0,5,10,25,19,26,5,5,0,92,0,49,136,142,97,67,32,0,0,529,4,11,46,11,15,24,4,0,0,123,0,8,58,53,80,57,11,0,0,275,12,40,122,134,172,138,59,6,0,680,10,101,230,196,198,205,54,6,0,1000,13,21,29,17,13,14,11,0,0,112,3,23,34,27,22,15,8,0,0,138
POA6152,335,839,1664,1460,1174,982,405,64,4,6921,3,3,0,6,3,5,4,0,0,24,0,12,73,68,59,30,0,0,0,249,6,8,36,24,29,20,6,0,0,132,0,0,13,9,10,8,3,0,0,40,0,13,45,51,32,22,10,0,0,163,0,7,13,19,17,9,4,0,0,76,85,133,103,77,67,56,24,0,0,547,132,114,98,54,43,37,8,0,0,481,0,13,21,23,35,19,3,0,0,117,0,5,17,11,8,7,0,0,0,61,0,18,54,64,66,33,10,0,0,252,0,9,29,28,23,33,16,0,0,134,0,91,202,192,106,73,28,6,0,701,3,23,35,39,40,18,9,0,0,173,5,32,87,88,82,60,10,0,0,377,23,85,211,198,232,227,70,5,0,1055,22,205,443,291,252,249,67,9,0,1537,16,28,34,33,18,16,9,0,0,145,16,26,71,48,36,36,10,0,0,241
POA6153,264,483,890,1189,1199,968,423,93,3,5522,0,0,0,6,10,5,4,0,0,24,0,10,45,62,51,31,9,0,0,211,9,9,12,33,28,24,10,0,0,128,0,3,7,22,17,5,0,0,0,53,0,15,26,38,39,30,8,3,0,153,0,5,16,18,19,10,4,0,0,80,109,92,61,63,73,72,22,0,0,503,107,61,47,29,25,26,12,0,0,306,0,7,13,20,30,17,3,0,0,96,6,9,5,7,8,9,3,0,0,40,0,6,25,45,39,32,5,0,0,154,3,10,17,22,40,30,16,6,0,145,3,51,118,161,109,75,26,3,0,558,3,9,18,24,31,19,11,0,0,122,0,23,44,68,70,55,11,0,0,282,22,48,91,139,196,170,62,6,0,735,30,109,267,304,246,228,81,4,0,1277,15,17,20,10,23,16,4,0,0,102,8,22,31,44,29,33,11,0,0,179
POA6154,181,278,424,590,613,437,130,22,0,2672,0,0,4,0,10,0,0,0,0,9,0,3,15,30,23,16,0,0,0,89,11,4,20,24,21,10,4,0,0,84,0,5,0,9,3,0,0,0,0,21,0,5,10,23,23,7,0,0,0,67,0,5,9,7,9,0,4,0,0,32,49,38,35,35,30,36,7,0,0,234,70,26,19,18,14,9,3,0,0,156,0,0,7,8,10,6,0,0,0,39,0,4,0,6,5,0,0,0,0,15,0,4,13,29,25,6,3,0,0,82,0,6,10,13,26,7,0,0,0,53,0,17,44,59,64,22,11,0,0,216,0,5,8,14,7,11,0,0,0,44,0,7,14,49,52,33,7,0,0,160,5,19,77,115,121,99,25,0,0,471,9,50,76,127,144,117,21,6,0,547,12,7,10,11,7,0,0,0,0,40,4,11,25,19,20,13,5,0,0,96
POA6155,800,1317,2167,3337,3320,2248,691,57,3,13950,0,4,6,16,24,9,0,0,0,65,5,10,52,97,54,29,0,0,0,245,31,20,69,95,125,73,21,4,0,433,0,6,11,25,21,12,0,0,0,75,0,26,62,107,77,57,7,0,0,336,4,12,32,84,72,42,12,0,0,262,251,235,199,237,220,175,36,3,0,1359,343,158,125,135,112,73,14,0,0,950,5,14,41,72,94,54,15,0,0,291,18,7,16,14,18,6,0,0,0,77,0,13,73,111,96,70,12,0,0,379,0,5,36,43,61,27,17,0,0,191,6,93,195,301,180,103,20,0,0,897,12,22,64,92,86,42,12,3,0,341,14,51,70,205,203,162,26,3,0,734,56,142,194,453,565,378,72,4,0,1852,42,252,564,758,783,452,110,0,0,2970,48,46,28,42,26,28,3,0,0,216,28,44,62,102,94,67,17,3,0,416
POA6156,324,392,770,943,1157,749,231,31,3,4608,0,0,0,0,8,0,4,0,0,20,0,9,29,48,42,10,5,0,0,146,8,14,23,41,31,23,5,0,0,135,0,0,4,10,8,9,0,0,0,31,0,0,30,39,34,17,7,0,0,123,4,3,12,19,15,15,4,0,0,77,107,80,65,70,71,57,12,0,0,463,119,70,37,25,29,12,7,0,0,306,4,7,12,28,27,16,7,0,0,99,3,3,6,6,3,0,0,0,0,30,0,9,28,40,39,29,0,3,0,140,0,3,21,21,24,26,14,0,0,110,6,28,86,91,96,47,16,3,0,379,4,11,13,36,22,18,9,0,0,112,6,12,34,64,61,57,10,0,0,239,16,47,149,173,258,153,32,0,0,825,20,74,209,210,242,194,45,0,0,996,9,14,15,19,17,7,3,0,0,87,10,10,30,39,30,22,3,0,0,156
POA6157,206,275,732,828,788,631,211,20,0,3684,0,0,4,0,0,7,0,0,0,13,0,3,27,34,28,9,0,0,0,97,9,6,16,20,21,21,10,0,0,98,0,0,4,4,9,5,0,0,0,17,0,9,26,32,25,13,0,0,0,104,0,4,15,8,18,14,0,0,0,63,70,64,41,44,65,43,24,0,0,344,85,61,45,21,11,8,4,0,0,233,0,0,11,19,21,9,3,0,0,70,0,5,10,7,0,0,0,0,0,29,0,4,19,18,20,15,0,0,0,84,0,4,17,19,22,12,8,0,0,81,0,18,83,88,66,40,19,0,0,308,0,5,11,24,14,20,5,0,0,88,5,10,53,52,71,53,6,0,0,255,24,32,132,149,210,161,33,0,0,731,15,74,237,190,201,202,55,0,0,974,12,16,18,19,13,7,4,0,0,89,8,17,32,43,34,14,9,0,0,151
POA6158,101,150,279,350,496,406,146,29,0,1961,0,0,0,0,0,0,0,0,0,7,0,3,21,15,13,8,3,0,0,65,12,4,11,6,13,4,0,0,0,53,0,0,4,4,7,0,0,0,0,13,0,5,8,16,14,10,6,0,0,51,0,0,0,6,14,5,0,0,0,27,35,19,23,19,25,25,10,0,0,154,55,29,18,13,19,7,4,0,0,153,0,0,0,6,10,3,0,0,0,22,0,0,4,9,10,4,0,0,0,29,0,3,6,15,16,9,3,0,0,48,0,0,0,14,10,6,3,0,0,48,0,13,28,59,61,28,5,0,0,192,0,3,4,13,9,8,4,0,0,44,0,9,16,22,31,31,5,0,0,119,10,9,34,63,94,110,31,4,0,349,13,25,94,102,123,118,30,0,0,500,3,6,10,12,15,11,8,0,0,55,6,13,15,8,12,12,0,0,0,61
POA6159,31,63,181,213,172,241,102,22,0,1033,0,0,0,0,0,0,5,0,0,4,0,0,21,11,10,0,0,0,0,40,0,0,11,6,0,3,0,0,0,26,0,0,6,5,0,0,0,0,0,12,0,0,3,3,0,4,0,0,0,17,0,6,0,4,4,3,0,0,0,15,9,13,6,11,6,4,8,0,0,61,11,23,17,12,5,7,0,0,0,76,0,5,0,0,3,4,0,0,0,11,0,0,9,3,0,3,0,0,0,14,0,0,6,4,8,0,0,0,0,25,0,0,0,6,3,4,4,0,0,21,0,11,30,29,31,17,9,0,0,133,0,0,0,6,9,5,0,0,0,26,0,0,10,12,9,13,7,0,0,55,3,8,25,22,34,43,13,0,0,147,0,22,70,49,41,52,22,3,0,258,3,4,7,9,0,5,3,0,0,27,0,3,11,7,7,0,4,0,0,37
POA6160,64,195,640,548,459,415,148,30,0,2507,0,0,10,0,3,3,0,0,0,17,0,5,34,22,21,9,0,0,0,88,4,6,16,10,8,9,0,0,0,52,0,0,0,9,3,0,0,0,0,10,0,0,14,10,14,8,3,0,0,40,0,0,8,9,7,6,0,0,0,35,17,39,47,33,23,28,10,0,0,197,48,67,81,18,12,16,9,0,0,262,0,0,14,7,7,13,4,0,0,42,0,0,8,8,7,3,0,0,0,29,0,4,14,9,7,9,0,0,0,37,0,0,5,11,4,9,4,0,0,34,3,17,69,71,60,39,20,0,0,282,0,5,18,13,9,4,0,0,0,51,0,10,46,37,42,31,9,7,0,176,3,16,75,69,97,111,37,3,0,402,10,41,144,100,102,105,35,0,0,543,0,4,25,17,6,11,8,5,0,83,0,14,26,12,9,12,3,0,0,85
POA6161,0,3,20,14,11,15,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,8,13,9,3,6,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
