POA_CODE_2021,POL_Tamil_UOLSE_NWorNAA,POL_Tamil_UOLSE_Tot,POL_Tamil_NS,POL_Tamil_Tot,POL_Thai_SEO,POL_Thai_UOLSE_VWorW,POL_Thai_UOLSE_NWorNAA,POL_Thai_UOLSE_Tot,POL_Thai_NS,POL_Thai_Tot,POL_Turkish_SEO,POL_Turkish_UOLSE_VWorW,POL_Turkish_UOLSE_NWorNAA,POL_Turkish_UOLSE_Tot,POL_Turkish_NS,POL_Turkish_Tot,POL_Vietnamese_SEO,POL_Vietnamese_UOLSE_VWorW,POL_Vietnamese_UOLSE_NWorNAA,POL_Vietnamese_UOLSE_Tot,POL_Vietnamese_NS,POL_Vietnamese_Tot,POL_Oth_SEO,POL_Oth_UOLSE_VWorW,POL_Oth_UOLSE_NWorNAA,POL_Oth_UOLSE_Tot,POL_Oth_NS,POL_Oth_Tot,POL_Tot_SEO,POL_Tot_UOLSE_VWorW,POL_Tot_UOLSE_NWorNAA,POL_Tot_UOLSE_Tot,POL_Tot_NS,POL_Tot_Tot,P_LUatH_NS_SEO,P_LUatH_NS_UOLSE_VWorW,P_LUatH_NS_UOLSE_NWorNAA,P_LUatH_NS_UOLSE_Tot,P_LUatH_NS_NS,P_LUatH_NS_Tot,P_Tot_SEO,P_Tot_UOLSE_VWorW,P_Tot_UOLSE_NWorNAA,P_Tot_UOLSE_Tot,P_Tot_NS,P_Tot_Tot
POA6428,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,21,21,41,0,0,0,21,56
POA6429,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,41,0,36,0,36,..,75,4,74,0,74,..,7,0,7,216,220,669,75,4,77,216,967
POA6430,0,39,4,41,..,87,20,107,0,107,..,10,0,10,0,10,..,40,16,59,0,59,..,758,46,802,24,826,..,2883,223,3108,45,3153,..,146,25,175,1614,1784,16981,3032,244,3278,1657,21920
POA6431,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,406,33,444,11,454,..,444,33,479,8,486,..,10,0,10,135,144,303,454,36,493,144,935
POA6432,0,0,0,0,..,36,4,38,0,38,..,0,0,0,0,0,..,0,0,0,0,4,..,155,18,180,7,181,..,533,40,567,6,575,..,46,6,51,1341,1397,5185,580,41,622,1347,7150
POA6434,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,14,0,14,0,14,..,0,0,0,77,77,94,14,0,14,77,184
POA6436,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,18,0,18,0,15,..,26,0,26,0,22,..,0,0,0,47,47,80,26,0,26,51,153
POA6437,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,19,0,19,0,19,..,65,0,64,5,61,..,0,0,0,220,220,470,65,0,64,220,747
POA6438,0,0,0,0,..,8,0,12,0,11,..,0,0,0,0,0,..,0,0,0,0,0,..,69,4,68,0,70,..,109,5,115,3,119,..,0,0,4,279,279,436,108,8,117,282,837
POA6440,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,168,7,171,0,171,..,217,9,225,0,225,..,11,0,15,464,475,631,230,8,236,464,1333
POA6442,0,4,0,4,..,9,0,9,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,30,7,35,0,35,..,103,6,109,0,109,..,16,0,16,537,552,1806,120,6,128,537,2472
POA6443,0,0,0,0,..,10,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,9,0,9,..,44,0,47,0,47,..,3,0,3,146,145,524,50,0,50,147,722
POA6445,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,10,0,9,0,9,..,0,0,0,12,12,136,10,0,9,12,159
POA6446,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,6,6,107,3,0,3,6,113
POA6447,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,10,0,10,0,10,..,14,0,14,0,14,..,0,0,0,9,9,153,14,0,14,9,174
POA6448,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,3,9,0,9,..,11,3,14,0,14,..,0,0,0,52,59,331,17,3,17,52,406
POA6450,0,5,0,5,..,32,0,34,0,34,..,0,0,0,0,0,..,18,0,22,0,22,..,107,11,116,3,114,..,529,44,566,8,580,..,55,5,59,1324,1388,11197,578,43,626,1335,13159
POA6452,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,4,0,0,0,0,4
POA6460,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,10,0,10,0,10,..,0,0,0,87,87,592,10,0,10,87,688
POA6461,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,4,..,4,0,4,0,4,..,0,0,0,35,39,448,5,0,5,37,494
POA6462,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,8,0,8,..,0,0,0,14,14,156,6,0,8,14,177
POA6463,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,23,0,0,0,0,23
POA6465,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,4,4,35,0,0,0,4,42
POA6466,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,3,3,51,4,0,4,3,56
POA6467,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,31,0,0,0,0,30
POA6468,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,17,0,16,0,16,..,0,0,0,37,37,148,17,0,16,37,194
POA6470,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,20,0,0,0,0,20
POA6472,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,12,12,131,3,0,3,12,151
POA6473,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,3,3,47,0,0,0,3,53
POA6475,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,4,6,0,6,..,0,0,0,12,12,331,3,4,6,12,350
POA6476,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,44,0,0,0,0,44
POA6477,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,0,0,0,26,26,210,0,0,3,26,242
POA6479,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,8,0,8,..,0,0,0,62,62,485,5,0,8,62,558
POA6480,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,9,9,26,0,0,0,9,39
POA6484,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,27,0,0,0,0,35
POA6485,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,9,0,9,..,19,0,20,0,20,..,0,0,0,41,48,385,21,0,24,41,447
POA6487,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,5,5,38,0,0,0,5,45
POA6488,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,18,18,141,3,0,3,18,162
POA6489,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,17,12,66,3,0,3,17,86
POA6490,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,14,0,10,..,0,0,0,51,51,190,7,0,14,53,255
POA6501,0,0,0,0,..,5,0,4,0,4,..,0,0,0,0,0,..,0,0,3,0,3,..,7,0,7,0,7,..,25,3,27,4,30,..,0,0,0,59,59,832,25,3,27,68,921
POA6502,0,0,0,0,..,0,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,48,0,51,0,46,..,75,5,86,0,82,..,5,0,5,115,114,1019,79,5,84,116,1221
POA6503,0,4,0,4,..,3,0,3,0,3,..,0,0,0,0,0,..,12,13,27,0,27,..,59,3,63,15,81,..,224,45,270,15,278,..,7,0,10,172,186,1888,233,42,280,190,2354
POA6504,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,13,3,13,0,13,..,0,0,0,47,47,149,13,3,13,47,213
POA6505,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,8,8,126,0,0,0,8,134
POA6506,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,5,5,51,0,0,0,5,58
POA6507,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,11,0,11,0,11,..,26,0,26,0,26,..,0,0,0,86,88,415,26,0,26,90,530
POA6509,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,13,0,16,0,16,..,0,0,0,28,32,102,16,0,15,28,152
POA6510,0,0,0,0,..,0,4,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,10,0,11,0,11,..,61,6,63,5,70,..,5,0,4,236,242,1636,64,3,70,239,1940
POA6511,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,23,0,19,0,21,..,0,0,0,34,34,422,23,0,19,32,480
POA6512,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,9,13,72,3,0,3,9,92
POA6513,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,8,0,8,0,6,..,9,0,9,7,18,142,14,0,14,10,162
POA6514,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,55,55,577,8,0,8,55,639
POA6515,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,4,0,4,..,13,0,12,0,12,..,0,0,0,59,59,256,13,0,12,59,323
POA6516,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,9,5,13,0,13,..,57,4,64,0,64,..,0,0,0,172,175,1744,61,4,65,172,1985
POA6517,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,12,0,12,0,12,..,0,0,0,69,69,324,12,0,12,69,407
POA6518,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,11,0,11,0,11,..,0,0,0,39,39,163,11,0,11,39,209
POA6519,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,4,0,4,..,18,0,16,0,16,..,0,0,0,89,89,467,18,0,16,89,575
POA6521,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,5,0,7,..,24,7,29,0,30,..,0,0,0,32,32,281,24,7,29,33,347
POA6522,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,5,0,5,0,5,..,0,0,0,67,67,343,4,0,6,67,407
POA6525,0,3,0,3,..,6,0,9,0,9,..,0,0,0,0,0,..,4,0,8,0,8,..,13,0,11,0,13,..,65,8,74,0,74,..,12,0,12,387,398,3207,78,8,84,390,3680
POA6528,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,10,0,10,..,0,0,0,0,0,..,19,0,27,0,27,..,0,0,0,26,26,327,19,0,27,26,378
POA6530,0,22,0,22,..,93,21,107,0,107,..,0,0,0,0,0,..,80,30,110,0,110,..,436,41,473,10,488,..,2353,255,2608,34,2638,..,155,10,167,3228,3393,27343,2507,266,2771,3263,33378
POA6532,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,21,18,39,0,39,..,52,5,60,0,65,..,287,35,318,7,332,..,21,0,21,612,633,5945,308,35,341,623,6915
POA6535,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,12,0,12,..,23,5,20,3,27,..,13,0,13,208,220,1368,32,0,32,207,1609
POA6536,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,3,0,3,0,3,..,12,0,12,0,12,..,46,4,50,0,50,..,10,0,10,185,195,1234,58,4,59,185,1478
POA6537,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,12,0,12,..,14,0,14,0,14,..,75,12,89,0,90,..,0,0,4,152,160,745,87,7,88,155,995
POA6556,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,12,5,18,0,18,..,55,9,62,0,62,..,8,0,8,95,106,1801,67,9,77,95,1969
POA6558,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,24,4,25,0,27,..,0,0,0,1901,1904,686,24,4,30,1902,2613
POA6560,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,3,0,3,..,4,0,4,0,4,..,48,5,53,0,53,..,0,0,0,122,122,1194,48,5,53,126,1372
POA6562,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,13,0,13,0,13,..,41,0,41,0,41,..,0,0,0,150,152,1219,43,0,43,150,1413
POA6564,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,22,22,308,0,0,0,22,330
POA6566,0,0,0,0,..,7,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,28,3,33,0,33,..,103,11,109,0,109,..,11,0,11,396,408,2780,113,16,121,396,3296
POA6567,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,4,4,..,5,0,5,0,5,..,9,0,9,4,12,..,0,0,0,71,75,403,7,0,7,76,485
POA6568,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,4,0,4,..,0,0,0,18,20,187,3,0,4,18,210
POA6569,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,30,30,237,0,0,0,30,270
POA6571,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,0,5,5,50,7,0,7,5,67
POA6572,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,8,8,51,0,0,0,8,61
POA6574,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,60,3,0,3,0,64
POA6575,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,15,15,84,0,0,0,15,101
POA6603,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,34,8,42,0,42,..,0,0,0,92,92,972,34,8,42,92,1110
POA6605,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,9,9,34,0,0,0,9,41
POA6606,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,0,0,0,3,3,127,0,0,3,3,133
POA6608,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,33,33,115,0,0,0,33,150
POA6609,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,16,0,19,0,18,..,108,5,116,0,116,..,8,0,8,119,128,613,112,5,119,118,852
POA6612,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,27,30,129,0,0,5,27,162
POA6613,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,54,0,0,0,0,51
POA6614,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,22,0,0,0,0,20
POA6616,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,22,26,29,3,0,3,22,61
POA6620,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,9,..,30,6,29,0,33,..,0,0,0,163,163,322,30,6,29,165,518
POA6623,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,10,0,10,0,5,..,15,0,15,0,19,..,0,0,0,125,129,433,16,0,16,126,575
POA6625,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,53,6,0,6,0,57
POA6627,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,5,0,5,0,5,..,0,0,0,0,0,58,5,0,5,0,57
POA6628,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,23,0,0,0,0,23
POA6630,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,3,6,0,10,..,21,3,27,0,32,..,0,0,0,108,108,353,21,3,27,106,482
POA6631,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,13,0,0,0,0,13
POA6632,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,64,0,0,0,0,63
POA6635,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,11,0,11,0,11,..,27,0,27,0,27,..,0,0,0,147,147,207,22,0,22,147,379
POA6638,0,0,0,0,..,0,3,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,8,..,24,0,26,0,26,..,3,0,3,313,319,304,27,0,31,313,653
POA6639,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,37,37,67,3,0,3,37,109
POA6640,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,11,0,11,0,17,..,0,0,0,31,31,174,14,0,14,31,215
POA6642,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,79,12,90,3,97,..,154,18,171,3,171,..,0,0,0,292,298,731,154,13,170,296,1200
POA6646,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,110,3,114,0,114,..,122,3,129,0,129,..,10,0,6,176,180,223,135,3,140,176,535
POA6701,0,3,0,3,..,7,0,9,0,9,..,0,0,0,0,0,..,92,71,162,0,165,..,110,14,125,4,129,..,509,146,654,11,666,..,21,0,24,885,907,3688,526,150,680,898,5259
POA6705,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,23,0,23,0,23,..,22,0,22,0,22,..,0,0,0,13,13,133,22,0,22,13,170
POA6707,0,0,0,0,..,3,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,31,0,32,3,35,..,181,13,191,7,202,..,12,0,16,288,299,2576,188,14,208,293,3074
POA6710,0,0,0,0,..,0,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,56,0,62,0,62,..,98,10,109,0,110,..,0,0,0,184,184,643,100,10,109,182,940
POA6712,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,38,38,8,0,0,0,38,45
POA6713,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,11,0,11,0,11,..,45,0,42,0,42,..,5,0,5,125,135,1101,47,0,49,125,1282
POA6714,0,18,0,18,..,114,14,126,0,130,..,4,0,4,0,4,..,35,7,41,0,41,..,434,41,474,16,487,..,1987,158,2149,32,2181,..,115,7,125,2871,2999,12480,2106,166,2269,2906,17657
POA6716,0,0,0,0,..,10,0,10,0,10,..,0,0,0,0,0,..,0,0,0,0,0,..,34,3,35,0,40,..,110,4,118,3,120,..,5,0,5,163,166,793,122,4,124,167,1084
POA6718,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,331,3,332,7,338,..,333,3,338,7,349,..,16,0,16,263,277,354,354,3,355,273,977
POA6720,0,6,0,6,..,15,4,20,0,20,..,0,0,0,0,0,..,4,0,0,0,0,..,69,3,75,0,75,..,181,13,200,0,199,..,16,5,21,409,426,1652,200,13,215,407,2279
POA6721,0,0,0,0,..,29,0,29,0,29,..,0,0,0,0,0,..,0,0,0,0,0,..,136,18,154,3,157,..,459,43,499,10,500,..,24,0,25,565,591,3273,480,38,520,567,4367
POA6722,5,20,0,20,..,55,6,62,0,61,..,5,5,11,0,11,..,40,0,42,0,42,..,436,26,462,12,475,..,1614,122,1738,31,1766,..,169,10,178,1738,1912,7632,1777,127,1910,1765,11305
POA6725,0,11,0,11,..,47,6,50,0,50,..,7,0,9,0,9,..,10,0,10,0,10,..,663,32,699,28,722,..,1322,76,1398,35,1434,..,109,6,114,1586,1697,8109,1430,79,1506,1619,11236
POA6726,0,4,0,4,..,19,4,25,0,25,..,0,0,0,0,4,..,11,0,14,0,14,..,207,9,215,0,215,..,607,29,637,3,640,..,42,14,56,709,766,4321,652,50,697,716,5730
POA6728,0,0,0,0,..,3,0,3,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,1115,100,1215,26,1240,..,1245,108,1356,37,1389,..,71,133,206,1162,1371,2602,1323,241,1565,1199,5365
POA6740,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,100,9,104,3,105,..,134,9,133,3,141,..,24,9,31,212,246,1099,155,16,167,216,1477
POA6743,0,0,0,0,..,12,0,12,0,12,..,0,0,0,0,0,..,13,6,21,0,21,..,648,32,680,17,696,..,971,65,1035,22,1061,..,49,10,58,1043,1101,4294,1018,76,1092,1072,6455
POA6751,0,10,0,10,..,24,5,22,0,22,..,0,0,0,0,0,..,8,0,6,0,6,..,152,10,159,7,166,..,433,28,462,8,470,..,21,0,24,701,725,2810,453,26,485,713,4007
POA6753,0,8,0,8,..,45,14,57,0,60,..,0,0,5,0,5,..,10,0,10,0,10,..,516,38,555,5,559,..,1096,81,1179,7,1190,..,27,0,31,1393,1425,4154,1118,83,1210,1402,6761
POA6754,0,0,0,0,..,8,0,8,0,10,..,0,0,0,0,0,..,0,0,0,0,0,..,46,0,46,0,46,..,105,0,106,7,110,..,0,0,0,300,297,912,108,0,114,300,1324
POA6758,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,133,0,134,0,138,..,189,3,193,0,190,..,0,0,0,470,466,501,189,4,193,469,1159
POA6760,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,140,7,142,0,142,..,183,10,187,0,190,..,0,0,0,274,274,458,183,10,187,276,927
POA6762,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,205,6,215,3,220,..,233,6,241,3,247,..,6,0,6,139,146,263,242,6,248,143,657
POA6765,0,0,0,0,..,4,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,801,82,883,27,909,..,870,86,958,30,986,..,27,7,34,133,164,529,891,95,988,156,1678
POA6770,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,1209,94,1304,70,1377,..,1281,105,1380,70,1449,..,49,11,62,336,399,1301,1323,118,1439,405,3149
