POA_CODE_2021,Sme_Usl_ad_5_yr_ago_as_2021_M,Sme_Usl_ad_5_yr_ago_as_2021_F,Sme_Usl_ad_5_yr_ago_as_2021_P,Dif_Usl_ad_5_yr_ago_Sme_SA2_M,Dif_Usl_ad_5_yr_ago_Sme_SA2_F,Dif_Usl_ad_5_yr_ago_Sme_SA2_P,Dif_Us_ad_5_ago_Dif_SA2_NSW_M,Dif_Us_ad_5_ago_Dif_SA2_NSW_F,Dif_Us_ad_5_ago_Dif_SA2_NSW_P,Dif_Us_ad_5_ago_Dif_SA2_Vic_M,Dif_Us_ad_5_ago_Dif_SA2_Vic_F,Dif_Us_ad_5_ago_Dif_SA2_Vic_P,Dif_Us_ad_5_ago_Dif_SA2_Qld_M,Dif_Us_ad_5_ago_Dif_SA2_Qld_F,Dif_Us_ad_5_ago_Dif_SA2_Qld_P,Dif_Us_ad_5_ago_Dif_SA2_SA_M,Dif_Us_ad_5_ago_Dif_SA2_SA_F,Dif_Us_ad_5_ago_Dif_SA2_SA_P,Dif_Us_ad_5_ago_Dif_SA2_WA_M,Dif_Us_ad_5_ago_Dif_SA2_WA_F,Dif_Us_ad_5_ago_Dif_SA2_WA_P,Dif_Us_ad_5_ago_Dif_SA2_Tas_M,Dif_Us_ad_5_ago_Dif_SA2_Tas_F,Dif_Us_ad_5_ago_Dif_SA2_Tas_P,Dif_Us_ad_5_ago_Dif_SA2_NT_M,Dif_Us_ad_5_ago_Dif_SA2_NT_F,Dif_Us_ad_5_ago_Dif_SA2_NT_P,Dif_Us_ad_5_ago_Dif_SA2_ACT_M,Dif_Us_ad_5_ago_Dif_SA2_ACT_F,Dif_Us_ad_5_ago_Dif_SA2_ACT_P,Dif_Us_ad_5_ago_Dif_SA2_OT_M,Dif_Us_ad_5_ago_Dif_SA2_OT_F,Dif_Us_ad_5_ago_Dif_SA2_OT_P,Dif_Us_ad_5_ago_Dif_SA2_Tot_M,Dif_Us_ad_5_ago_Dif_SA2_Tot_F,Dif_Us_ad_5_ago_Dif_SA2_Tot_P,Difnt_Usl_add_5_yr_ago_OS_M,Difnt_Usl_add_5_yr_ago_OS_F,Difnt_Usl_add_5_yr_ago_OS_P,Difnt_Usl_add_5_yr_ago_Ns_M,Difnt_Usl_add_5_yr_ago_Ns_F,Difnt_Usl_add_5_yr_ago_Ns_P,Difnt_Usl_add_5_yr_ago_Tot_M,Difnt_Usl_add_5_yr_ago_Tot_F,Difnt_Usl_add_5_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
POA6558,247,252,505,15,15,27,0,0,4,0,0,3,0,0,0,0,0,0,68,79,149,0,0,0,0,0,0,0,0,3,0,0,0,72,85,161,3,0,6,4,4,6,92,104,193,1880,18,1899,2216,377,2595
POA6560,386,410,790,36,32,66,4,3,3,5,0,3,6,4,11,0,0,3,147,141,287,0,0,0,0,0,0,0,0,3,0,0,0,156,152,313,9,0,11,0,3,3,199,191,389,66,61,132,647,666,1310
POA6562,397,403,807,34,32,63,0,0,5,0,0,4,4,0,12,0,0,0,138,134,262,0,0,0,4,3,7,0,0,0,0,0,0,148,138,292,7,10,15,3,0,6,192,182,371,83,69,156,677,652,1333
POA6564,104,93,195,7,6,12,0,0,0,0,0,0,0,0,0,0,0,0,31,39,66,0,0,0,0,0,0,0,0,0,0,0,0,31,39,72,0,0,3,4,0,3,45,45,90,17,17,31,160,155,318
POA6566,893,856,1752,108,125,239,4,3,9,5,3,12,8,9,14,7,3,10,334,310,647,0,0,0,4,4,6,0,0,0,0,0,0,363,341,704,11,20,26,11,8,26,501,494,997,235,201,435,1632,1553,3188
POA6567,143,138,278,10,4,17,3,0,3,0,0,0,0,0,4,0,0,0,48,39,90,0,0,0,0,0,0,0,0,0,0,0,0,55,40,101,0,4,4,0,0,0,68,54,120,44,33,79,252,219,478
POA6568,82,62,141,3,8,14,0,0,0,0,0,0,0,0,4,0,0,0,14,8,21,0,0,4,0,0,0,0,0,0,0,0,0,13,13,26,0,0,0,0,0,0,22,22,39,13,3,18,108,88,201
POA6569,77,65,143,15,11,25,6,3,7,0,0,0,0,0,0,0,0,0,21,13,35,0,0,0,0,0,6,0,0,0,0,0,0,23,19,43,0,0,0,4,0,0,42,34,75,18,23,37,141,116,257
POA6571,25,22,44,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,3,0,0,0,4,11,11,5,5,5,32,33,67
POA6572,20,22,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,4,11,0,3,11,27,33,62
POA6574,22,22,43,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,4,0,0,0,8,12,19,0,0,0,31,31,65
POA6575,34,26,65,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,6,8,16,0,0,0,0,0,0,3,11,17,7,11,16,52,45,97
POA6603,315,267,581,73,70,140,0,0,0,3,0,3,0,0,0,3,0,6,86,95,176,0,0,0,0,3,0,0,0,0,0,0,0,92,99,191,9,13,21,3,3,6,179,189,364,54,39,93,551,495,1040
POA6605,13,10,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,5,0,5,5,5,9,22,15,41
POA6606,58,45,104,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,9,6,14,3,0,3,0,0,0,0,0,0,0,0,0,14,6,14,3,0,0,0,0,0,12,3,20,3,0,3,72,58,125
POA6608,52,31,83,5,10,23,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8,0,0,0,0,0,0,9,16,23,18,16,33,76,65,141
POA6609,193,186,380,59,63,118,0,0,0,0,0,0,0,0,4,0,0,0,52,50,103,0,0,0,0,0,0,0,0,0,0,0,0,58,54,110,29,23,49,0,0,0,144,132,279,67,51,116,406,371,780
POA6612,51,46,99,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,5,12,0,0,0,0,0,0,0,0,0,0,0,0,8,6,14,0,6,3,0,0,0,14,17,30,9,11,17,72,73,149
POA6613,26,16,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,4,7,7,0,0,0,24,22,48
POA6614,8,7,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,11,10,20
POA6616,11,12,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,4,3,11,7,22,29,26,56
POA6620,122,83,208,23,29,51,0,0,0,0,0,0,3,0,3,0,0,3,46,22,66,0,0,0,0,0,0,0,0,0,0,0,0,53,18,76,3,0,6,0,0,0,80,52,132,119,44,165,322,181,503
POA6623,148,131,278,27,29,53,0,0,0,0,0,0,5,0,4,3,4,3,30,38,66,0,0,0,0,0,0,0,0,0,0,0,0,34,43,71,0,4,0,0,0,0,55,78,134,69,71,136,273,272,539
POA6625,13,12,29,11,5,12,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,6,0,9,0,0,3,0,0,0,11,6,22,0,0,0,32,22,54
POA6627,29,21,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,31,20,51
POA6628,3,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,12,0,0,0,0,0,0,0,0,0,0,0,0,7,5,12,0,0,0,0,0,0,7,5,12,0,0,0,11,7,22
POA6630,120,106,229,15,17,29,0,5,4,0,3,3,0,0,0,0,0,0,36,30,66,0,0,0,0,0,0,0,0,0,0,0,0,39,39,77,5,3,11,0,0,0,59,56,118,53,51,106,235,218,445
POA6631,8,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,0,0,0,0,0,0,4,3,5,0,0,0,4,6,13
POA6632,34,23,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,7,0,0,0,0,0,0,0,0,0,0,0,0,5,4,7,0,0,0,0,0,0,5,8,12,0,0,0,36,27,64
POA6635,80,48,132,3,4,6,4,0,4,3,7,8,5,0,5,0,0,0,29,20,52,0,0,0,0,0,0,0,0,0,0,0,0,40,28,62,4,6,6,3,0,3,48,29,82,119,35,156,255,114,368
POA6638,100,69,169,10,22,32,0,0,0,0,0,6,7,3,9,0,0,0,38,33,75,0,0,0,0,0,4,3,0,5,0,0,0,48,44,92,7,3,11,6,0,3,68,67,139,178,127,311,349,265,610
POA6639,30,17,43,4,3,8,0,0,0,0,0,4,0,6,3,0,3,3,8,0,11,0,0,0,0,4,4,0,0,0,0,0,0,11,11,24,0,0,0,0,0,0,16,13,27,27,9,37,70,37,109
POA6640,69,26,90,0,0,10,0,0,0,0,0,4,0,0,3,0,0,0,41,25,69,0,0,0,0,0,0,0,0,0,0,0,0,58,27,80,0,0,0,0,0,0,61,35,88,19,13,32,147,72,216
POA6642,240,158,396,34,35,65,3,6,13,8,4,10,8,0,8,4,6,5,141,96,233,0,0,0,0,3,7,0,0,0,0,0,0,160,117,282,36,19,55,9,0,8,237,173,410,196,122,321,674,454,1128
POA6646,112,69,181,10,17,22,0,0,0,6,0,5,0,0,0,0,0,3,68,35,101,5,4,3,3,0,3,0,0,0,0,0,0,83,39,124,12,3,19,0,0,0,105,59,160,122,50,175,343,175,514
POA6701,1205,1076,2280,273,308,585,20,18,39,23,25,41,41,32,77,10,4,14,348,339,685,3,3,10,8,8,14,3,0,0,3,0,4,453,436,893,90,104,196,18,17,37,838,861,1704,507,419,925,2550,2358,4908
POA6705,35,32,62,10,3,16,0,0,0,0,0,0,5,3,5,0,0,0,23,22,48,0,0,0,0,0,0,0,0,0,0,0,0,26,30,53,0,0,0,0,0,3,43,35,72,11,6,10,80,70,153
POA6707,671,576,1249,189,189,378,27,32,59,25,19,43,25,25,51,22,14,38,264,269,533,11,0,6,12,3,17,0,0,0,0,3,4,385,367,757,66,100,169,21,9,29,665,674,1333,179,131,304,1508,1384,2894
POA6710,132,109,245,43,35,74,9,3,14,4,0,4,6,10,23,3,7,5,142,132,269,0,0,0,5,4,4,0,0,0,0,0,0,169,155,322,10,9,23,0,0,0,220,200,420,88,91,180,440,398,844
POA6712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,0,9,32,5,38,43,7,45
POA6713,280,236,519,76,58,132,8,0,3,8,4,10,9,13,17,0,0,5,161,158,323,4,5,5,4,0,6,0,0,0,0,4,0,190,186,378,5,19,25,4,0,8,272,263,534,58,63,125,611,567,1177
POA6714,2529,2060,4593,1596,1488,3082,108,92,195,117,98,212,238,189,428,59,49,108,1825,1744,3565,6,13,18,95,96,193,7,9,19,0,0,0,2451,2294,4741,299,366,662,121,70,193,4467,4213,8680,1692,1180,2871,8687,7459,16144
POA6716,174,87,262,16,9,28,11,3,13,12,4,19,24,20,41,0,3,7,212,152,366,3,0,6,4,5,15,0,0,0,0,0,0,272,192,463,19,19,39,8,4,10,311,226,541,118,57,172,608,363,970
POA6718,153,150,302,88,80,170,0,3,3,5,0,5,0,0,0,0,0,0,89,88,172,0,0,0,0,0,0,0,0,0,0,0,0,88,98,184,0,4,6,4,5,9,183,181,365,222,42,263,554,375,929
POA6720,466,302,775,149,130,280,10,10,19,8,0,10,26,25,52,4,3,9,230,230,463,0,0,0,12,14,26,0,0,0,0,0,0,291,288,579,13,14,29,4,0,7,454,440,892,248,162,408,1165,905,2074
POA6721,522,415,940,279,274,556,65,51,117,31,28,59,127,90,216,29,16,45,621,571,1184,3,7,9,16,14,26,0,0,0,0,0,0,885,775,1661,98,115,215,13,21,35,1278,1186,2460,308,271,582,2105,1870,3980
POA6722,1521,1300,2822,1030,1023,2045,117,125,241,82,77,159,193,157,349,38,32,67,1078,1058,2138,18,22,41,40,28,67,0,4,6,0,3,5,1567,1508,3072,221,226,446,65,70,130,2871,2819,5693,1009,755,1761,5404,4870,10275
POA6725,2107,2138,4244,713,794,1509,72,88,156,79,87,166,66,75,143,26,30,54,853,963,1811,9,11,18,41,44,90,0,8,4,0,0,0,1149,1303,2448,161,238,401,49,44,86,2077,2369,4445,876,808,1687,5065,5317,10380
POA6726,1094,1086,2184,405,441,847,35,35,71,56,77,131,52,50,99,13,16,29,400,523,923,4,6,11,22,23,50,4,5,9,0,0,0,585,737,1322,80,130,214,27,21,51,1095,1338,2429,365,371,742,2563,2793,5349
POA6728,1177,1122,2308,268,302,569,15,20,33,21,23,49,32,22,57,0,14,17,290,319,613,0,0,0,15,22,33,4,0,4,0,0,0,384,419,799,42,46,92,13,3,19,703,775,1477,649,546,1189,2523,2445,4971
POA6740,365,371,741,75,80,154,7,0,4,7,0,7,14,8,21,3,0,5,73,72,151,0,0,0,5,10,11,0,0,0,0,0,0,109,91,200,7,6,15,5,3,9,201,178,380,147,103,250,710,654,1370
POA6743,1117,1141,2256,449,496,943,40,43,82,58,57,114,79,85,163,13,12,20,393,437,834,10,13,23,52,54,106,0,0,4,0,0,0,646,706,1348,110,135,249,36,45,90,1241,1381,2622,540,543,1080,2894,3059,5958
POA6751,613,390,1002,182,159,333,30,11,45,26,15,43,63,48,109,8,7,19,703,537,1240,0,3,4,15,12,27,0,0,0,0,0,0,846,638,1486,70,69,138,8,9,16,1102,867,1974,462,238,694,2171,1493,3662
POA6753,1048,623,1670,344,332,670,49,36,88,41,29,74,109,68,181,24,15,43,930,737,1663,17,4,19,19,20,44,0,0,0,3,0,3,1191,914,2106,150,162,315,24,26,54,1711,1433,3146,1015,446,1456,3777,2501,6271
POA6754,174,95,271,75,64,142,11,8,21,10,0,13,21,13,31,6,4,7,198,201,396,0,0,3,5,0,5,0,0,0,0,0,0,245,231,476,21,23,47,3,3,6,350,319,671,184,98,280,709,518,1224
POA6758,248,72,329,10,0,19,3,0,6,6,0,6,24,5,23,8,7,8,203,47,244,0,0,0,0,0,0,0,0,0,0,0,0,237,55,294,27,9,41,9,0,6,285,68,360,397,66,465,937,215,1148
POA6760,224,112,340,10,6,19,15,9,17,7,4,7,15,6,18,4,0,6,111,50,162,0,0,0,8,0,8,0,0,0,0,0,0,154,64,220,24,13,40,0,0,0,190,87,274,239,51,291,654,254,905
POA6762,166,81,242,13,3,12,3,0,3,14,5,10,12,6,24,4,4,10,118,43,161,0,0,0,0,0,0,0,0,0,0,0,0,152,57,213,21,4,22,0,0,0,185,62,246,132,12,150,481,157,637
POA6765,445,440,886,77,91,163,7,5,15,12,9,24,4,15,13,0,0,0,87,102,190,0,0,4,7,5,8,0,0,0,0,0,0,113,142,256,21,31,45,16,10,21,226,273,493,76,76,153,745,782,1526
POA6770,831,886,1715,126,137,262,13,13,30,11,8,22,21,19,36,0,0,0,137,144,287,3,6,6,30,13,44,0,0,4,0,0,0,221,210,427,23,33,55,8,8,16,372,392,768,225,184,409,1426,1458,2885
